id,name,file,offset
24,org.drools.core.factmodel.traits.TraitTriplePropertyWrapperClassBuilderImpl,drools-core\src\main\java\org\drools\core\factmodel\traits\TraitTriplePropertyWrapperClassBuilderImpl.java,1479
25,org.drools.verifier.core.index.model.Columns,drools-verifier\drools-verifier-core\src\main\java\org\drools\verifier\core\index\model\Columns.java,967
26,org.drools.core.reteoo.LeftTupleSource,drools-core\src\main\java\org\drools\core\reteoo\LeftTupleSource.java,1339
27,org.drools.compiler.lang.MVELDumper,drools-compiler\src\main\java\org\drools\compiler\lang\MVELDumper.java,1818
28,org.kie.dmn.core.compiler.DMNCompilerContext,kie-dmn\kie-dmn-core\src\main\java\org\kie\dmn\core\compiler\DMNCompilerContext.java,322
29,org.drools.core.reteoo.ConditionalBranchNode,drools-core\src\main\java\org\drools\core\reteoo\ConditionalBranchNode.java,1191
30,org.drools.compiler.lang.DroolsSentence,drools-compiler\src\main\java\org\drools\compiler\lang\DroolsSentence.java,716
31,org.drools.compiler.lang.descr.AbstractClassTypeDeclarationDescr,drools-compiler\src\main\java\org\drools\compiler\lang\descr\AbstractClassTypeDeclarationDescr.java,933
32,org.drools.compiler.builder.impl.KnowledgeBuilderImpl,drools-compiler\src\main\java\org\drools\compiler\builder\impl\KnowledgeBuilderImpl.java,8127
33,org.drools.workbench.models.guided.dtree.backend.GuidedDecisionTreeModelUnmarshallingVisitor,drools-workbench-models\drools-workbench-models-guided-dtree\src\main\java\org\drools\workbench\models\guided\dtree\backend\GuidedDecisionTreeModelUnmarshallingVisitor.java,6363
34,org.drools.scenariosimulation.api.model.FactMapping,drools-scenario-simulation\drools-scenario-simulation-api\src\main\java\org\drools\scenariosimulation\api\model\FactMapping.java,785
35,org.drools.compiler.kie.builder.impl.MemoryKieModule,drools-compiler\src\main\java\org\drools\compiler\kie\builder\impl\MemoryKieModule.java,1492
36,org.drools.workbench.models.testscenarios.backend.executors.MethodExecutor,drools-workbench-models\drools-workbench-models-test-scenarios\src\main\java\org\drools\workbench\models\testscenarios\backend\executors\MethodExecutor.java,928
37,org.drools.core.base.evaluators.EvaluatorRegistry,drools-core\src\main\java\org\drools\core\base\evaluators\EvaluatorRegistry.java,978
38,org.drools.core.xml.BaseAbstractHandler,drools-core\src\main\java\org\drools\core\xml\BaseAbstractHandler.java,747
39,org.drools.core.common.TruthMaintenanceSystem,drools-core\src\main\java\org\drools\core\common\TruthMaintenanceSystem.java,1356
40,org.drools.beliefs.bayes.JunctionTree,drools-beliefs\src\main\java\org\drools\beliefs\bayes\JunctionTree.java,810
41,org.drools.compiler.kie.builder.impl.KieContainerImpl,drools-compiler\src\main\java\org\drools\compiler\kie\builder\impl\KieContainerImpl.java,3378
42,org.drools.examples.datadriventemplate.DataDrivenTemplateExample,drools-examples\src\main\java\org\drools\examples\datadriventemplate\DataDrivenTemplateExample.java,1124
43,org.drools.workbench.models.datamodel.rule.visitors.ToStringExpressionVisitor,drools-workbench-models\drools-workbench-models-datamodel-api\src\main\java\org\drools\workbench\models\datamodel\rule\visitors\ToStringExpressionVisitor.java,1797
44,org.kie.dmn.core.ast.DMNBaseNode,kie-dmn\kie-dmn-core\src\main\java\org\kie\dmn\core\ast\DMNBaseNode.java,1265
45,org.drools.scenariosimulation.api.model.SimulationDescriptor,drools-scenario-simulation\drools-scenario-simulation-api\src\main\java\org\drools\scenariosimulation\api\model\SimulationDescriptor.java,909
46,org.kie.dmn.core.impl.DMNDecisionResultImpl,kie-dmn\kie-dmn-core\src\main\java\org\kie\dmn\core\impl\DMNDecisionResultImpl.java,748
47,org.drools.compiler.kie.builder.impl.AbstractKieModule,drools-compiler\src\main\java\org\drools\compiler\kie\builder\impl\AbstractKieModule.java,3311
48,org.drools.scenariosimulation.api.model.Scenario,drools-scenario-simulation\drools-scenario-simulation-api\src\main\java\org\drools\scenariosimulation\api\model\Scenario.java,908
49,org.drools.compiler.lang.descr.TypeFieldDescr,drools-compiler\src\main\java\org\drools\compiler\lang\descr\TypeFieldDescr.java,721
50,org.drools.workbench.models.guided.dtable.shared.model.LimitedEntryBRLConditionColumn,drools-workbench-models\drools-workbench-models-guided-dtable\src\main\java\org\drools\workbench\models\guided\dtable\shared\model\LimitedEntryBRLConditionColumn.java,738
51,org.drools.verifier.core.index.model.Field,drools-verifier\drools-verifier-core\src\main\java\org\drools\verifier\core\index\model\Field.java,797
52,org.drools.compiler.kie.util.KieJarChangeSet,drools-compiler\src\main\java\org\drools\compiler\kie\util\KieJarChangeSet.java,762
53,org.kie.dmn.feel.parser.feel11.ASTBuilderVisitor,kie-dmn\kie-dmn-feel\src\main\java\org\kie\dmn\feel\parser\feel11\ASTBuilderVisitor.java,2139
54,org.drools.modelcompiler.CanonicalKiePackages,drools-model\drools-model-compiler\src\main\java\org\drools\modelcompiler\CanonicalKiePackages.java,786
55,org.drools.compiler.lang.descr.PackageDescr,drools-compiler\src\main\java\org\drools\compiler\lang\descr\PackageDescr.java,1061
56,org.drools.compiler.compiler.PackageRegistry,drools-compiler\src\main\java\org\drools\compiler\compiler\PackageRegistry.java,1156
57,org.kie.dmn.core.compiler.DMNFEELHelper,kie-dmn\kie-dmn-core\src\main\java\org\kie\dmn\core\compiler\DMNFEELHelper.java,1580
58,org.drools.core.phreak.PhreakRuleTerminalNode,drools-core\src\main\java\org\drools\core\phreak\PhreakRuleTerminalNode.java,1356
59,org.drools.workbench.models.datamodel.rule.BaseSingleFieldConstraint,drools-workbench-models\drools-workbench-models-datamodel-api\src\main\java\org\drools\workbench\models\datamodel\rule\BaseSingleFieldConstraint.java,725
60,org.drools.core.xml.ExtensibleXmlParser,drools-core\src\main\java\org\drools\core\xml\ExtensibleXmlParser.java,1778
61,org.drools.workbench.models.datamodel.rule.RuleMetadata,drools-workbench-models\drools-workbench-models-datamodel-api\src\main\java\org\drools\workbench\models\datamodel\rule\RuleMetadata.java,676
62,org.kie.dmn.core.compiler.DMNCompilerImpl,kie-dmn\kie-dmn-core\src\main\java\org\kie\dmn\core\compiler\DMNCompilerImpl.java,3626
63,org.drools.workbench.models.datamodel.rule.ExpressionMethod,drools-workbench-models\drools-workbench-models-datamodel-api\src\main\java\org\drools\workbench\models\datamodel\rule\ExpressionMethod.java,841
64,org.drools.workbench.models.testscenarios.shared.VerifyField,drools-workbench-models\drools-workbench-models-test-scenarios\src\main\java\org\drools\workbench\models\testscenarios\shared\VerifyField.java,681
65,org.drools.core.reteoo.AsyncMessagesCoordinator,drools-core\src\main\java\org\drools\core\reteoo\AsyncMessagesCoordinator.java,794
66,org.drools.core.phreak.RuleExecutor,drools-core\src\main\java\org\drools\core\phreak\RuleExecutor.java,1828
67,org.drools.compiler.lang.DroolsToken,drools-compiler\src\main\java\org\drools\compiler\lang\DroolsToken.java,765
68,org.drools.workbench.models.datamodel.rule.RuleModel,drools-workbench-models\drools-workbench-models-datamodel-api\src\main\java\org\drools\workbench\models\datamodel\rule\RuleModel.java,960
69,org.drools.compiler.lang.descr.EnumLiteralDescr,drools-compiler\src\main\java\org\drools\compiler\lang\descr\EnumLiteralDescr.java,832
70,org.drools.compiler.lang.ParserHelper,drools-compiler\src\main\java\org\drools\compiler\lang\ParserHelper.java,2961
71,org.drools.workbench.models.testscenarios.backend.verifiers.FactVerifier,drools-workbench-models\drools-workbench-models-test-scenarios\src\main\java\org\drools\workbench\models\testscenarios\backend\verifiers\FactVerifier.java,1011
72,org.drools.core.reteoo.RuleTerminalNode,drools-core\src\main\java\org\drools\core\reteoo\RuleTerminalNode.java,1497
73,org.kie.dmn.core.compiler.DecisionServiceCompiler,kie-dmn\kie-dmn-core\src\main\java\org\kie\dmn\core\compiler\DecisionServiceCompiler.java,1556
74,org.drools.core.rule.MutableTypeConstraint,drools-core\src\main\java\org\drools\core\rule\MutableTypeConstraint.java,965
75,org.drools.workbench.models.guided.template.backend.upgrade.TemplateModelUpgradeHelper1,drools-workbench-models\drools-workbench-models-guided-template\src\main\java\org\drools\workbench\models\guided\template\backend\upgrade\TemplateModelUpgradeHelper1.java,901
76,org.drools.examples.templates.ActivityType,drools-examples\src\main\java\org\drools\examples\templates\ActivityType.java,661
77,org.kie.dmn.feel.lang.ast.ListNode,kie-dmn\kie-dmn-feel\src\main\java\org\kie\dmn\feel\lang\ast\ListNode.java,926
78,org.drools.template.parser.RuleTemplate,drools-templates\src\main\java\org\drools\template\parser\RuleTemplate.java,934
79,org.drools.workbench.models.guided.dtable.shared.model.BRLActionColumn,drools-workbench-models\drools-workbench-models-guided-dtable\src\main\java\org\drools\workbench\models\guided\dtable\shared\model\BRLActionColumn.java,829
80,org.drools.core.reteoo.ExistsNode,drools-core\src\main\java\org\drools\core\reteoo\ExistsNode.java,935
81,org.drools.core.impl.KnowledgeBaseImpl,drools-core\src\main\java\org\drools\core\impl\KnowledgeBaseImpl.java,4992
82,org.drools.core.rule.Declaration,drools-core\src\main\java\org\drools\core\rule\Declaration.java,1185
83,org.drools.compiler.builder.impl.ClassDefinitionFactory,drools-compiler\src\main\java\org\drools\compiler\builder\impl\ClassDefinitionFactory.java,2395
84,org.drools.workbench.models.testscenarios.backend.ScenarioRunner,drools-workbench-models\drools-workbench-models-test-scenarios\src\main\java\org\drools\workbench\models\testscenarios\backend\ScenarioRunner.java,1844
85,org.drools.core.rule.Collect,drools-core\src\main\java\org\drools\core\rule\Collect.java,1018
86,org.drools.workbench.models.commons.backend.rule.context.RHSGeneratorContext,drools-workbench-models\drools-workbench-models-commons\src\main\java\org\drools\workbench\models\commons\backend\rule\context\RHSGeneratorContext.java,939
87,org.drools.core.impl.StatefulKnowledgeSessionImpl,drools-core\src\main\java\org\drools\core\impl\StatefulKnowledgeSessionImpl.java,7261
88,org.drools.core.phreak.PhreakTimerNode,drools-core\src\main\java\org\drools\core\phreak\PhreakTimerNode.java,2668
89,org.drools.core.reteoo.MemoryVisitor,drools-core\src\main\java\org\drools\core\reteoo\MemoryVisitor.java,1311
90,org.drools.core.reteoo.TimerNode,drools-core\src\main\java\org\drools\core\reteoo\TimerNode.java,1391
91,org.drools.core.factmodel.EnumClassDefinition,drools-core\src\main\java\org\drools\core\factmodel\EnumClassDefinition.java,826
92,org.drools.core.reteoo.builder.BuildUtils,drools-core\src\main\java\org\drools\core\reteoo\builder\BuildUtils.java,2229
93,org.drools.core.factmodel.traits.TraitRegistry,drools-core\src\main\java\org\drools\core\factmodel\traits\TraitRegistry.java,1421
94,org.drools.workbench.models.commons.backend.rule.context.LHSGeneratorContextFactory,drools-workbench-models\drools-workbench-models-commons\src\main\java\org\drools\workbench\models\commons\backend\rule\context\LHSGeneratorContextFactory.java,869
95,org.drools.core.reteoo.TraitObjectTypeNode,drools-core\src\main\java\org\drools\core\reteoo\TraitObjectTypeNode.java,1382
96,org.drools.workbench.models.guided.dtree.backend.GuidedDecisionTreeDRLPersistence,drools-workbench-models\drools-workbench-models-guided-dtree\src\main\java\org\drools\workbench\models\guided\dtree\backend\GuidedDecisionTreeDRLPersistence.java,972
97,org.drools.persistence.jpa.marshaller.MappedVariable,drools-persistence\drools-persistence-jpa\src\main\java\org\drools\persistence\jpa\marshaller\MappedVariable.java,955
98,org.drools.core.phreak.PhreakQueryTerminalNode,drools-core\src\main\java\org\drools\core\phreak\PhreakQueryTerminalNode.java,1182
99,org.drools.core.factmodel.traits.TraitMapPropertyWrapperClassBuilderImpl,drools-core\src\main\java\org\drools\core\factmodel\traits\TraitMapPropertyWrapperClassBuilderImpl.java,1386
100,org.drools.core.rule.JavaDialectRuntimeData,drools-core\src\main\java\org\drools\core\rule\JavaDialectRuntimeData.java,2267
101,org.drools.workbench.models.testscenarios.backend.populators.CollectionFieldPopulator,drools-workbench-models\drools-workbench-models-test-scenarios\src\main\java\org\drools\workbench\models\testscenarios\backend\populators\CollectionFieldPopulator.java,905
102,org.drools.workbench.models.datamodel.rule.ExpressionFormLine,drools-workbench-models\drools-workbench-models-datamodel-api\src\main\java\org\drools\workbench\models\datamodel\rule\ExpressionFormLine.java,898
103,org.drools.core.factmodel.traits.TypeWrapper,drools-core\src\main\java\org\drools\core\factmodel\traits\TypeWrapper.java,739
104,org.drools.core.factmodel.traits.TraitTripleProxyClassBuilderImpl,drools-core\src\main\java\org\drools\core\factmodel\traits\TraitTripleProxyClassBuilderImpl.java,1871
105,org.drools.core.reteoo.AccumulateNode,drools-core\src\main\java\org\drools\core\reteoo\AccumulateNode.java,2195
106,org.drools.core.reteoo.PathMemory,drools-core\src\main\java\org\drools\core\reteoo\PathMemory.java,1118
107,org.drools.workbench.models.datamodel.rule.FactPattern,drools-workbench-models\drools-workbench-models-datamodel-api\src\main\java\org\drools\workbench\models\datamodel\rule\FactPattern.java,700
108,org.drools.compiler.builder.impl.TypeDeclarationNameResolver,drools-compiler\src\main\java\org\drools\compiler\builder\impl\TypeDeclarationNameResolver.java,1290
109,org.drools.modelcompiler.CanonicalKieModule,drools-model\drools-model-compiler\src\main\java\org\drools\modelcompiler\CanonicalKieModule.java,3756
110,org.drools.compiler.rule.builder.dialect.java.JavaExprAnalyzer,drools-compiler\src\main\java\org\drools\compiler\rule\builder\dialect\java\JavaExprAnalyzer.java,1344
111,org.drools.core.base.ClassFieldReader,drools-core\src\main\java\org\drools\core\base\ClassFieldReader.java,1004
112,org.drools.workbench.models.testscenarios.shared.ExecutionTrace,drools-workbench-models\drools-workbench-models-test-scenarios\src\main\java\org\drools\workbench\models\testscenarios\shared\ExecutionTrace.java,705
113,org.drools.examples.templates.FeeType,drools-examples\src\main\java\org\drools\examples\templates\FeeType.java,661
114,org.drools.compiler.kie.builder.impl.KieBuilderImpl,drools-compiler\src\main\java\org\drools\compiler\kie\builder\impl\KieBuilderImpl.java,3044
115,org.drools.core.reteoo.RightInputAdapterNode,drools-core\src\main\java\org\drools\core\reteoo\RightInputAdapterNode.java,1340
116,org.drools.core.rule.TypeDeclaration,drools-core\src\main\java\org\drools\core\rule\TypeDeclaration.java,1654
117,org.drools.modelcompiler.builder.generator.RuleContext,drools-model\drools-model-compiler\src\main\java\org\drools\modelcompiler\builder\generator\RuleContext.java,1754
118,org.drools.compiler.compiler.BoundIdentifiers,drools-compiler\src\main\java\org\drools\compiler\compiler\BoundIdentifiers.java,1012
119,org.drools.verifier.core.cache.inspectors.RuleInspector,drools-verifier\drools-verifier-core\src\main\java\org\drools\verifier\core\cache\inspectors\RuleInspector.java,2657
120,org.drools.workbench.models.guided.dtree.shared.model.GuidedDecisionTree,drools-workbench-models\drools-workbench-models-guided-dtree\src\main\java\org\drools\workbench\models\guided\dtree\shared\model\GuidedDecisionTree.java,1152
121,org.drools.verifier.core.checks.SingleRangeCheck,drools-verifier\drools-verifier-core\src\main\java\org\drools\verifier\core\checks\SingleRangeCheck.java,1977
122,org.drools.core.phreak.RuleAgendaItem,drools-core\src\main\java\org\drools\core\phreak\RuleAgendaItem.java,1018
123,org.drools.workbench.models.testscenarios.shared.CallMethod,drools-workbench-models\drools-workbench-models-test-scenarios\src\main\java\org\drools\workbench\models\testscenarios\shared\CallMethod.java,687
124,org.drools.core.factmodel.traits.AbstractPropertyWrapperClassBuilderImpl,drools-core\src\main\java\org\drools\core\factmodel\traits\AbstractPropertyWrapperClassBuilderImpl.java,1006
125,org.drools.core.util.index.TupleList,drools-core\src\main\java\org\drools\core\util\index\TupleList.java,902
126,org.drools.workbench.models.guided.dtable.shared.model.ConditionCol52,drools-workbench-models\drools-workbench-models-guided-dtable\src\main\java\org\drools\workbench\models\guided\dtable\shared\model\ConditionCol52.java,1008
127,org.drools.compiler.lang.dsl.DefaultExpanderResolver,drools-compiler\src\main\java\org\drools\compiler\lang\dsl\DefaultExpanderResolver.java,854
128,org.drools.template.model.Package,drools-templates\src\main\java\org\drools\template\model\Package.java,711
129,org.drools.workbench.models.datamodel.rule.CompositeFieldConstraint,drools-workbench-models\drools-workbench-models-datamodel-api\src\main\java\org\drools\workbench\models\datamodel\rule\CompositeFieldConstraint.java,702
130,org.drools.core.factmodel.traits.TraitCoreWrapperClassBuilderImpl,drools-core\src\main\java\org\drools\core\factmodel\traits\TraitCoreWrapperClassBuilderImpl.java,1758
131,org.drools.compiler.kproject.models.KieBaseModelImpl,drools-compiler\src\main\java\org\drools\compiler\kproject\models\KieBaseModelImpl.java,1681
132,org.drools.compiler.lang.descr.ImportDescr,drools-compiler\src\main\java\org\drools\compiler\lang\descr\ImportDescr.java,752
133,org.drools.compiler.lang.descr.PatternDescr,drools-compiler\src\main\java\org\drools\compiler\lang\descr\PatternDescr.java,847
134,org.drools.core.base.mvel.MVELCompilationUnit,drools-core\src\main\java\org\drools\core\base\mvel\MVELCompilationUnit.java,2140
135,org.drools.core.phreak.PhreakJoinNode,drools-core\src\main\java\org\drools\core\phreak\PhreakJoinNode.java,1138
136,org.drools.modelcompiler.builder.generator.visitor.accumulate.AccumulateVisitor,drools-model\drools-model-compiler\src\main\java\org\drools\modelcompiler\builder\generator\visitor\accumulate\AccumulateVisitor.java,4403
137,org.drools.core.phreak.StackEntry,drools-core\src\main\java\org\drools\core\phreak\StackEntry.java,1020
138,org.drools.core.rule.GroupElement,drools-core\src\main\java\org\drools\core\rule\GroupElement.java,1051
139,org.drools.workbench.models.testscenarios.backend.TestScenarioKSessionWrapper,drools-workbench-models\drools-workbench-models-test-scenarios\src\main\java\org\drools\workbench\models\testscenarios\backend\TestScenarioKSessionWrapper.java,1434
140,org.drools.core.reteoo.SegmentMemory,drools-core\src\main\java\org\drools\core\reteoo\SegmentMemory.java,1332
141,org.drools.core.reteoo.JoinNode,drools-core\src\main\java\org\drools\core\reteoo\JoinNode.java,935
142,org.drools.template.model.DRLOutput,drools-templates\src\main\java\org\drools\template\model\DRLOutput.java,688
143,org.drools.modelcompiler.builder.generator.DeclarationSpec,drools-model\drools-model-compiler\src\main\java\org\drools\modelcompiler\builder\generator\DeclarationSpec.java,476
144,org.drools.core.factmodel.traits.AbstractProxyClassBuilderImpl,drools-core\src\main\java\org\drools\core\factmodel\traits\AbstractProxyClassBuilderImpl.java,1280
145,org.drools.core.util.ObjectHashMap,drools-core\src\main\java\org\drools\core\util\ObjectHashMap.java,770
146,org.drools.workbench.models.datamodel.rule.CompositeFactPattern,drools-workbench-models\drools-workbench-models-datamodel-api\src\main\java\org\drools\workbench\models\datamodel\rule\CompositeFactPattern.java,702
147,org.drools.core.time.impl.CronExpression,drools-core\src\main\java\org\drools\core\time\impl\CronExpression.java,986
148,org.drools.workbench.models.testscenarios.shared.CallFieldValue,drools-workbench-models\drools-workbench-models-test-scenarios\src\main\java\org\drools\workbench\models\testscenarios\shared\CallFieldValue.java,745
149,org.drools.core.phreak.PhreakExistsNode,drools-core\src\main\java\org\drools\core\phreak\PhreakExistsNode.java,1215
150,org.drools.core.spi.DeclarationScopeResolver,drools-core\src\main\java\org\drools\core\spi\DeclarationScopeResolver.java,1236
151,org.drools.core.rule.EvalCondition,drools-core\src\main\java\org\drools\core\rule\EvalCondition.java,1129
152,org.drools.core.reteoo.WindowTuple,drools-core\src\main\java\org\drools\core\reteoo\WindowTuple.java,706
153,org.drools.core.factmodel.traits.TraitClassBuilderImpl,drools-core\src\main\java\org\drools\core\factmodel\traits\TraitClassBuilderImpl.java,1260
154,org.drools.compiler.kie.builder.impl.ResultsImpl,drools-compiler\src\main\java\org\drools\compiler\kie\builder\impl\ResultsImpl.java,991
155,org.drools.workbench.models.datamodel.rule.ExpressionPart,drools-workbench-models\drools-workbench-models-datamodel-api\src\main\java\org\drools\workbench\models\datamodel\rule\ExpressionPart.java,676
156,org.drools.core.time.TemporalDependencyMatrix,drools-core\src\main\java\org\drools\core\time\TemporalDependencyMatrix.java,817
157,org.drools.workbench.models.commons.backend.rule.context.RHSGeneratorContextFactory,drools-workbench-models\drools-workbench-models-commons\src\main\java\org\drools\workbench\models\commons\backend\rule\context\RHSGeneratorContextFactory.java,869
158,org.drools.compiler.lang.descr.BaseDescr,drools-compiler\src\main\java\org\drools\compiler\lang\descr\BaseDescr.java,882
159,org.drools.workbench.models.testscenarios.shared.VerifyFact,drools-workbench-models\drools-workbench-models-test-scenarios\src\main\java\org\drools\workbench\models\testscenarios\shared\VerifyFact.java,733
160,org.drools.workbench.models.testscenarios.shared.VerifyRuleFired,drools-workbench-models\drools-workbench-models-test-scenarios\src\main\java\org\drools\workbench\models\testscenarios\shared\VerifyRuleFired.java,681
161,org.drools.compiler.rule.builder.RuleBuildContext,drools-compiler\src\main\java\org\drools\compiler\rule\builder\RuleBuildContext.java,1549
162,org.drools.core.reteoo.WindowTupleList,drools-core\src\main\java\org\drools\core\reteoo\WindowTupleList.java,703
163,org.drools.core.rule.Pattern,drools-core\src\main\java\org\drools\core\rule\Pattern.java,1875
164,org.drools.core.factmodel.traits.TraitMapProxyClassBuilderImpl,drools-core\src\main\java\org\drools\core\factmodel\traits\TraitMapProxyClassBuilderImpl.java,1815
165,org.drools.games.pong.PongUI,drools-examples\src\main\java\org\drools\games\pong\PongUI.java,1273
166,org.drools.core.reteoo.CompositePartitionAwareObjectSinkAdapter,drools-core\src\main\java\org\drools\core\reteoo\CompositePartitionAwareObjectSinkAdapter.java,1353
167,org.drools.compiler.builder.impl.ClassHierarchyManager,drools-compiler\src\main\java\org\drools\compiler\builder\impl\ClassHierarchyManager.java,1793
168,org.drools.verifier.core.index.model.Column,drools-verifier\drools-verifier-core\src\main\java\org\drools\verifier\core\index\model\Column.java,1266
169,org.drools.core.reteoo.EvalConditionNode,drools-core\src\main\java\org\drools\core\reteoo\EvalConditionNode.java,1408
170,org.drools.workbench.models.datamodel.rule.visitors.RuleModelVisitor,drools-workbench-models\drools-workbench-models-datamodel-api\src\main\java\org\drools\workbench\models\datamodel\rule\visitors\RuleModelVisitor.java,2438
171,org.drools.core.reteoo.BetaNode,drools-core\src\main\java\org\drools\core\reteoo\BetaNode.java,2983
172,org.drools.workbench.models.guided.dtable.shared.model.BRLActionVariableColumn,drools-workbench-models\drools-workbench-models-guided-dtable\src\main\java\org\drools\workbench\models\guided\dtable\shared\model\BRLActionVariableColumn.java,736
173,org.drools.compiler.lang.descr.EnumDeclarationDescr,drools-compiler\src\main\java\org\drools\compiler\lang\descr\EnumDeclarationDescr.java,831
174,org.drools.core.marshalling.impl.MarshallerReaderContext,drools-core\src\main\java\org\drools\core\marshalling\impl\MarshallerReaderContext.java,1767
175,org.drools.core.rule.LogicTransformer,drools-core\src\main\java\org\drools\core\rule\LogicTransformer.java,1113
176,org.drools.workbench.models.guided.template.shared.TemplateModel,drools-workbench-models\drools-workbench-models-guided-template\src\main\java\org\drools\workbench\models\guided\template\shared\TemplateModel.java,1098
177,org.drools.core.base.ClassFieldAccessorCache,drools-core\src\main\java\org\drools\core\base\ClassFieldAccessorCache.java,1132
178,org.kie.dmn.feel.lang.ast.IterationContextNode,kie-dmn\kie-dmn-feel\src\main\java\org\kie\dmn\feel\lang\ast\IterationContextNode.java,755
179,org.drools.examples.templates.ProductType,drools-examples\src\main\java\org\drools\examples\templates\ProductType.java,661
180,org.kie.pmml.pmml_4_2.model.PMML4ModelFactory,kie-pmml\src\main\java\org\kie\pmml\pmml_4_2\model\PMML4ModelFactory.java,1092
181,org.drools.compiler.lang.descr.AtomicExprDescr,drools-compiler\src\main\java\org\drools\compiler\lang\descr\AtomicExprDescr.java,663
182,org.drools.workbench.models.testscenarios.shared.CollectionFieldData,drools-workbench-models\drools-workbench-models-test-scenarios\src\main\java\org\drools\workbench\models\testscenarios\shared\CollectionFieldData.java,690
183,org.drools.core.base.ClassFieldWriter,drools-core\src\main\java\org\drools\core\base\ClassFieldWriter.java,873
184,org.drools.compiler.commons.jci.compilers.JavaCompilerSettings,drools-compiler\src\main\java\org\drools\compiler\commons\jci\compilers\JavaCompilerSettings.java,858
185,org.drools.compiler.lang.descr.CompositePackageDescr,drools-compiler\src\main\java\org\drools\compiler\lang\descr\CompositePackageDescr.java,837
186,org.drools.beliefs.bayes.JunctionTreeClique,drools-beliefs\src\main\java\org\drools\beliefs\bayes\JunctionTreeClique.java,779
187,org.drools.workbench.models.guided.dtable.shared.model.BRLConditionColumn,drools-workbench-models\drools-workbench-models-guided-dtable\src\main\java\org\drools\workbench\models\guided\dtable\shared\model\BRLConditionColumn.java,830
188,org.drools.core.reteoo.builder.BuildContext,drools-core\src\main\java\org\drools\core\reteoo\builder\BuildContext.java,1848
189,org.drools.core.reteoo.BetaMemory,drools-core\src\main\java\org\drools\core\reteoo\BetaMemory.java,931
