name,file,containing_class,containing_class_file,target_ids,target_ids_file
hudson.slaves.SlaveComputer.grabLauncher,core\src\main\java\hudson\slaves\SlaveComputer.java,hudson.slaves.SlaveComputer,core\src\main\java\hudson\slaves\SlaveComputer.java,hudson.model.Node,core\src\main\java\hudson\model\Node.java
hudson.slaves.NodeDescriptor.handleNewNodePage,core\src\main\java\hudson\slaves\NodeDescriptor.java,hudson.slaves.NodeDescriptor,core\src\main\java\hudson\slaves\NodeDescriptor.java,hudson.model.ComputerSet,core\src\main\java\hudson\model\ComputerSet.java
hudson.security.csrf.CrumbIssuer.validateCrumb,core\src\main\java\hudson\security\csrf\CrumbIssuer.java,hudson.security.csrf.CrumbIssuer,core\src\main\java\hudson\security\csrf\CrumbIssuer.java,hudson.util.MultipartFormDataParser,core\src\main\java\hudson\util\MultipartFormDataParser.java
hudson.security.ACL.checkPermission,core\src\main\java\hudson\security\ACL.java,hudson.security.ACL,core\src\main\java\hudson\security\ACL.java,hudson.security.Permission,core\src\main\java\hudson\security\Permission.java
hudson.security.ACL.hasPermission,core\src\main\java\hudson\security\ACL.java,hudson.security.ACL,core\src\main\java\hudson\security\ACL.java,hudson.security.Permission,core\src\main\java\hudson\security\Permission.java
hudson.security.ACL.checkCreatePermission,core\src\main\java\hudson\security\ACL.java,hudson.security.ACL,core\src\main\java\hudson\security\ACL.java,hudson.model.TopLevelItemDescriptor,core\src\main\java\hudson\model\TopLevelItemDescriptor.java
hudson.security.ACL.checkCreatePermission,core\src\main\java\hudson\security\ACL.java,hudson.security.ACL,core\src\main\java\hudson\security\ACL.java,hudson.model.ViewDescriptor,core\src\main\java\hudson\model\ViewDescriptor.java
hudson.security.HudsonPrivateSecurityRealm.loginAndTakeBack,core\src\main\java\hudson\security\HudsonPrivateSecurityRealm.java,hudson.security.HudsonPrivateSecurityRealm,core\src\main\java\hudson\security\HudsonPrivateSecurityRealm.java,hudson.model.User,core\src\main\java\hudson\model\User.java
hudson.security.HudsonPrivateSecurityRealm.tryToMakeAdmin,core\src\main\java\hudson\security\HudsonPrivateSecurityRealm.java,hudson.security.HudsonPrivateSecurityRealm,core\src\main\java\hudson\security\HudsonPrivateSecurityRealm.java,hudson.model.User,core\src\main\java\hudson\model\User.java
hudson.FilePath.reading,core\src\main\java\hudson\FilePath.java,hudson.FilePath,core\src\main\java\hudson\FilePath.java,hudson.util.FileVisitor,core\src\main\java\hudson\util\FileVisitor.java
hudson.Launcher.printCommandLine,core\src\main\java\hudson\Launcher.java,hudson.Launcher,core\src\main\java\hudson\Launcher.java,hudson.FilePath,core\src\main\java\hudson\FilePath.java
hudson.Launcher.decorateFor,core\src\main\java\hudson\Launcher.java,hudson.Launcher,core\src\main\java\hudson\Launcher.java,hudson.model.Node,core\src\main\java\hudson\model\Node.java
jenkins.scm.SCMCheckoutStrategy.preCheckout,core\src\main\java\jenkins\scm\SCMCheckoutStrategy.java,jenkins.scm.SCMCheckoutStrategy,core\src\main\java\jenkins\scm\SCMCheckoutStrategy.java,hudson.Launcher,core\src\main\java\hudson\Launcher.java
jenkins.security.apitoken.LegacyApiTokenAdministrativeMonitor.getLegacyTokenOf,core\src\main\java\jenkins\security\apitoken\LegacyApiTokenAdministrativeMonitor.java,jenkins.security.apitoken.LegacyApiTokenAdministrativeMonitor,core\src\main\java\jenkins\security\apitoken\LegacyApiTokenAdministrativeMonitor.java,hudson.model.User,core\src\main\java\hudson\model\User.java
jenkins.security.apitoken.LegacyApiTokenAdministrativeMonitor.getLegacyStatsOf,core\src\main\java\jenkins\security\apitoken\LegacyApiTokenAdministrativeMonitor.java,jenkins.security.apitoken.LegacyApiTokenAdministrativeMonitor,core\src\main\java\jenkins\security\apitoken\LegacyApiTokenAdministrativeMonitor.java,hudson.model.User,core\src\main\java\hudson\model\User.java
jenkins.security.apitoken.LegacyApiTokenAdministrativeMonitor.hasFreshToken,core\src\main\java\jenkins\security\apitoken\LegacyApiTokenAdministrativeMonitor.java,jenkins.security.apitoken.LegacyApiTokenAdministrativeMonitor,core\src\main\java\jenkins\security\apitoken\LegacyApiTokenAdministrativeMonitor.java,hudson.model.User,core\src\main\java\hudson\model\User.java
jenkins.security.apitoken.LegacyApiTokenAdministrativeMonitor.hasMoreRecentlyUsedToken,core\src\main\java\jenkins\security\apitoken\LegacyApiTokenAdministrativeMonitor.java,jenkins.security.apitoken.LegacyApiTokenAdministrativeMonitor,core\src\main\java\jenkins\security\apitoken\LegacyApiTokenAdministrativeMonitor.java,hudson.model.User,core\src\main\java\hudson\model\User.java
