id,name,file,offset
23,com.navercorp.pinpoint.web.view.ScatterAgentMetaDataSerializer,web\src\main\java\com\navercorp\pinpoint\web\view\ScatterAgentMetaDataSerializer.java,1062
24,com.navercorp.pinpoint.thrift.dto.flink.TFDataSourceList,thrift\src\main\java\com\navercorp\pinpoint\thrift\dto\flink\TFDataSourceList.java,189
25,com.navercorp.pinpoint.web.vo.scatter.Dot,web\src\main\java\com\navercorp\pinpoint\web\vo\scatter\Dot.java,882
26,com.navercorp.pinpoint.profiler.context.Span,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\Span.java,930
27,com.navercorp.pinpoint.profiler.context.grpc.GrpcMetadataMessageConverter,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\grpc\GrpcMetadataMessageConverter.java,1840
28,com.navercorp.pinpoint.thrift.dto.command.TCommandThreadDumpResponse,thrift\src\main\java\com\navercorp\pinpoint\thrift\dto\command\TCommandThreadDumpResponse.java,191
29,com.navercorp.pinpoint.thrift.dto.flink.TFAgentStatBatch,thrift\src\main\java\com\navercorp\pinpoint\thrift\dto\flink\TFAgentStatBatch.java,189
30,com.navercorp.pinpoint.web.scatter.ScatterAgentMetaData,web\src\main\java\com\navercorp\pinpoint\web\scatter\ScatterAgentMetaData.java,1022
31,com.navercorp.pinpoint.web.view.StatChartGroupSerializer,web\src\main\java\com\navercorp\pinpoint\web\view\StatChartGroupSerializer.java,1198
32,com.navercorp.pinpoint.plugin.kafka.KafkaConfig,plugins\kafka\src\main\java\com\navercorp\pinpoint\plugin\kafka\KafkaConfig.java,706
33,com.navercorp.pinpoint.web.applicationmap.histogram.Histogram,web\src\main\java\com\navercorp\pinpoint\web\applicationmap\histogram\Histogram.java,1010
34,com.navercorp.pinpoint.thrift.dto.TSpanEvent,thrift\src\main\java\com\navercorp\pinpoint\thrift\dto\TSpanEvent.java,775
35,com.navercorp.pinpoint.collector.cluster.ThriftAgentConnection,collector\src\main\java\com\navercorp\pinpoint\collector\cluster\ThriftAgentConnection.java,1235
36,com.navercorp.pinpoint.thrift.dto.TSpanChunk,thrift\src\main\java\com\navercorp\pinpoint\thrift\dto\TSpanChunk.java,183
37,com.navercorp.pinpoint.rpc.common.SocketStateCode,rpc\src\main\java\com\navercorp\pinpoint\rpc\common\SocketStateCode.java,800
38,com.navercorp.pinpoint.thrift.dto.TDataSourceList,thrift\src\main\java\com\navercorp\pinpoint\thrift\dto\TDataSourceList.java,183
39,com.navercorp.pinpoint.profiler.instrument.ASMClassNodeAdapter,profiler\src\main\java\com\navercorp\pinpoint\profiler\instrument\ASMClassNodeAdapter.java,1845
40,com.navercorp.pinpoint.rpc.stream.StreamChannelState,rpc\src\main\java\com\navercorp\pinpoint\rpc\stream\StreamChannelState.java,753
41,com.navercorp.pinpoint.web.filter.FilterDescriptor,web\src\main\java\com\navercorp\pinpoint\web\filter\FilterDescriptor.java,832
42,com.navercorp.pinpoint.web.calltree.span.CallTreeNode,web\src\main\java\com\navercorp\pinpoint\web\calltree\span\CallTreeNode.java,647
43,com.navercorp.pinpoint.web.vo.SelectedScatterArea,web\src\main\java\com\navercorp\pinpoint\web\vo\SelectedScatterArea.java,636
44,com.navercorp.pinpoint.thrift.dto.TAgentStat,thrift\src\main\java\com\navercorp\pinpoint\thrift\dto\TAgentStat.java,183
45,com.navercorp.pinpoint.profiler.monitor.metric.memory.MemoryPoolType,profiler\src\main\java\com\navercorp\pinpoint\profiler\monitor\metric\memory\MemoryPoolType.java,660
46,com.navercorp.pinpoint.common.hbase.parallel.ScanTask,commons-hbase\src\main\java\com\navercorp\pinpoint\common\hbase\parallel\ScanTask.java,1164
47,com.navercorp.pinpoint.plugin.thrift.ThriftRequestProperty,plugins\thrift\src\main\java\com\navercorp\pinpoint\plugin\thrift\ThriftRequestProperty.java,1027
48,com.navercorp.pinpoint.profiler.sender.PartitionedByteBufferLocator,profiler\src\main\java\com\navercorp\pinpoint\profiler\sender\PartitionedByteBufferLocator.java,892
49,com.navercorp.pinpoint.web.controller.AgentCommandController,web\src\main\java\com\navercorp\pinpoint\web\controller\AgentCommandController.java,2133
50,com.navercorp.pinpoint.common.server.bo.SpanBo,commons-server\src\main\java\com\navercorp\pinpoint\common\server\bo\SpanBo.java,786
51,com.navercorp.pinpoint.thrift.dto.TAnnotation,thrift\src\main\java\com\navercorp\pinpoint\thrift\dto\TAnnotation.java,183
52,com.navercorp.pinpoint.profiler.context.grpc.GrpcSpanMessageConverter,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\grpc\GrpcSpanMessageConverter.java,2411
53,com.navercorp.pinpoint.profiler.context.AsyncChildTrace,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\AsyncChildTrace.java,1277
54,com.navercorp.pinpoint.profiler.context.thrift.StatThriftMessageConverter,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\thrift\StatThriftMessageConverter.java,2862
55,com.navercorp.pinpoint.thrift.dto.command.TThreadDump,thrift\src\main\java\com\navercorp\pinpoint\thrift\dto\command\TThreadDump.java,191
56,com.navercorp.pinpoint.rpc.server.DefaultPinpointServer,rpc\src\main\java\com\navercorp\pinpoint\rpc\server\DefaultPinpointServer.java,3153
57,com.navercorp.pinpoint.thrift.dto.command.TCmdActiveThreadDumpRes,thrift\src\main\java\com\navercorp\pinpoint\thrift\dto\command\TCmdActiveThreadDumpRes.java,191
58,com.navercorp.pinpoint.plugin.thrift.ThriftClientCallContext,plugins\thrift\src\main\java\com\navercorp\pinpoint\plugin\thrift\ThriftClientCallContext.java,644
59,com.navercorp.pinpoint.common.server.bo.event.MonitorInfoBo,commons-server\src\main\java\com\navercorp\pinpoint\common\server\bo\event\MonitorInfoBo.java,653
60,com.navercorp.pinpoint.web.util.TimeWindow,web\src\main\java\com\navercorp\pinpoint\web\util\TimeWindow.java,752
61,com.navercorp.pinpoint.plugin.kafka.KafkaPlugin,plugins\kafka\src\main\java\com\navercorp\pinpoint\plugin\kafka\KafkaPlugin.java,2423
62,com.navercorp.pinpoint.thrift.io.ChunkHeaderBufferedTBaseSerializer,thrift\src\main\java\com\navercorp\pinpoint\thrift\io\ChunkHeaderBufferedTBaseSerializer.java,1224
63,com.navercorp.pinpoint.web.service.AgentServiceImpl,web\src\main\java\com\navercorp\pinpoint\web\service\AgentServiceImpl.java,2692
64,com.navercorp.pinpoint.web.filter.LinkFilter,web\src\main\java\com\navercorp\pinpoint\web\filter\LinkFilter.java,1602
65,com.navercorp.pinpoint.web.dao.hbase.HbaseHostApplicationMapDao,web\src\main\java\com\navercorp\pinpoint\web\dao\hbase\HbaseHostApplicationMapDao.java,1848
66,com.navercorp.pinpoint.thrift.dto.flink.TFServerMetaData,thrift\src\main\java\com\navercorp\pinpoint\thrift\dto\flink\TFServerMetaData.java,189
67,com.navercorp.pinpoint.profiler.context.grpc.GrpcStatMessageConverter,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\grpc\GrpcStatMessageConverter.java,2939
68,com.navercorp.pinpoint.collector.cluster.route.StreamRouteHandler,collector\src\main\java\com\navercorp\pinpoint\collector\cluster\route\StreamRouteHandler.java,2112
69,com.navercorp.pinpoint.web.vo.Application,web\src\main\java\com\navercorp\pinpoint\web\vo\Application.java,819
70,com.navercorp.pinpoint.thrift.dto.command.TMonitorInfo,thrift\src\main\java\com\navercorp\pinpoint\thrift\dto\command\TMonitorInfo.java,191
71,com.navercorp.pinpoint.thrift.dto.flink.TFDataSource,thrift\src\main\java\com\navercorp\pinpoint\thrift\dto\flink\TFDataSource.java,189
72,com.navercorp.pinpoint.rpc.packet.ControlHandshakeResponsePacket,rpc\src\main\java\com\navercorp\pinpoint\rpc\packet\ControlHandshakeResponsePacket.java,732
73,com.navercorp.pinpoint.profiler.monitor.metric.buffer.BufferMetricSnapshot,profiler\src\main\java\com\navercorp\pinpoint\profiler\monitor\metric\buffer\BufferMetricSnapshot.java,656
74,com.navercorp.pinpoint.web.alarm.vo.CheckerResult,web\src\main\java\com\navercorp\pinpoint\web\alarm\vo\CheckerResult.java,46
75,com.navercorp.pinpoint.web.applicationmap.rawdata.AgentHistogramList,web\src\main\java\com\navercorp\pinpoint\web\applicationmap\rawdata\AgentHistogramList.java,1037
76,com.navercorp.pinpoint.web.applicationmap.link.Link,web\src\main\java\com\navercorp\pinpoint\web\applicationmap\link\Link.java,1950
77,com.navercorp.pinpoint.web.service.map.VirtualLinkHandler,web\src\main\java\com\navercorp\pinpoint\web\service\map\VirtualLinkHandler.java,1466
78,com.navercorp.pinpoint.rpc.stream.StreamChannelManager,rpc\src\main\java\com\navercorp\pinpoint\rpc\stream\StreamChannelManager.java,1418
79,com.navercorp.pinpoint.web.calltree.span.SpanCallTree,web\src\main\java\com\navercorp\pinpoint\web\calltree\span\SpanCallTree.java,723
80,com.navercorp.pinpoint.thrift.dto.TDeadlock,thrift\src\main\java\com\navercorp\pinpoint\thrift\dto\TDeadlock.java,183
81,com.navercorp.pinpoint.thrift.dto.TServerMetaData,thrift\src\main\java\com\navercorp\pinpoint\thrift\dto\TServerMetaData.java,183
82,com.navercorp.pinpoint.rpc.client.PinpointClientHandlerState,rpc\src\main\java\com\navercorp\pinpoint\rpc\client\PinpointClientHandlerState.java,1061
83,com.navercorp.pinpoint.thrift.dto.flink.TFServiceInfo,thrift\src\main\java\com\navercorp\pinpoint\thrift\dto\flink\TFServiceInfo.java,189
84,com.navercorp.pinpoint.web.dao.hbase.HbaseApplicationTraceIndexDao,web\src\main\java\com\navercorp\pinpoint\web\dao\hbase\HbaseApplicationTraceIndexDao.java,2948
85,com.navercorp.pinpoint.profiler.instrument.ASMMethodInsnNodeRemapper,profiler\src\main\java\com\navercorp\pinpoint\profiler\instrument\ASMMethodInsnNodeRemapper.java,802
86,com.navercorp.pinpoint.rpc.packet.stream.StreamPingPacket,rpc\src\main\java\com\navercorp\pinpoint\rpc\packet\stream\StreamPingPacket.java,793
87,com.navercorp.pinpoint.rpc.common.SocketState,rpc\src\main\java\com\navercorp\pinpoint\rpc\common\SocketState.java,640
88,com.navercorp.pinpoint.web.alarm.AlarmWriter,web\src\main\java\com\navercorp\pinpoint\web\alarm\AlarmWriter.java,976
89,com.navercorp.pinpoint.profiler.instrument.ASMMethodNodeAdapter,profiler\src\main\java\com\navercorp\pinpoint\profiler\instrument\ASMMethodNodeAdapter.java,1141
90,com.navercorp.pinpoint.web.view.ScatterDataSerializer,web\src\main\java\com\navercorp\pinpoint\web\view\ScatterDataSerializer.java,1154
91,com.navercorp.pinpoint.web.applicationmap.link.LinkStateResolver,web\src\main\java\com\navercorp\pinpoint\web\applicationmap\link\LinkStateResolver.java,724
92,com.navercorp.pinpoint.web.vo.AgentActiveThreadDumpList,web\src\main\java\com\navercorp\pinpoint\web\vo\AgentActiveThreadDumpList.java,888
93,com.navercorp.pinpoint.profiler.monitor.metric.gc.JvmGcType,profiler\src\main\java\com\navercorp\pinpoint\profiler\monitor\metric\gc\JvmGcType.java,657
94,com.navercorp.pinpoint.web.vo.callstacks.RecordFactory,web\src\main\java\com\navercorp\pinpoint\web\vo\callstacks\RecordFactory.java,1728
95,com.navercorp.pinpoint.thrift.dto.TSpan,thrift\src\main\java\com\navercorp\pinpoint\thrift\dto\TSpan.java,183
96,com.navercorp.pinpoint.thrift.dto.command.TCmdActiveThreadLightDumpRes,thrift\src\main\java\com\navercorp\pinpoint\thrift\dto\command\TCmdActiveThreadLightDumpRes.java,191
97,com.navercorp.pinpoint.thrift.dto.command.TActiveThreadDump,thrift\src\main\java\com\navercorp\pinpoint\thrift\dto\command\TActiveThreadDump.java,191
98,com.navercorp.pinpoint.rpc.client.PinpointClientHandshaker,rpc\src\main\java\com\navercorp\pinpoint\rpc\client\PinpointClientHandshaker.java,1835
99,com.navercorp.pinpoint.web.vo.ResponseTime,web\src\main\java\com\navercorp\pinpoint\web\vo\ResponseTime.java,858
100,com.navercorp.pinpoint.thrift.dto.TAgentStatBatch,thrift\src\main\java\com\navercorp\pinpoint\thrift\dto\TAgentStatBatch.java,183
101,com.navercorp.pinpoint.profiler.context.SpanEvent,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\SpanEvent.java,753
102,com.navercorp.pinpoint.profiler.sender.planer.AbstractSpanStreamSendDataPlaner,profiler\src\main\java\com\navercorp\pinpoint\profiler\sender\planer\AbstractSpanStreamSendDataPlaner.java,1193
103,com.navercorp.pinpoint.rpc.packet.HandshakeResponseCode,rpc\src\main\java\com\navercorp\pinpoint\rpc\packet\HandshakeResponseCode.java,689
104,com.navercorp.pinpoint.web.view.LinkSerializer,web\src\main\java\com\navercorp\pinpoint\web\view\LinkSerializer.java,1470
105,com.navercorp.pinpoint.thrift.dto.flink.TFAgentStat,thrift\src\main\java\com\navercorp\pinpoint\thrift\dto\flink\TFAgentStat.java,189
106,com.navercorp.pinpoint.plugin.jdbc.oracle.parser.KeyValue,plugins\oracle-jdbc\src\main\java\com\navercorp\pinpoint\plugin\jdbc\oracle\parser\KeyValue.java,737
107,com.navercorp.pinpoint.web.vo.AgentInfo,web\src\main\java\com\navercorp\pinpoint\web\vo\AgentInfo.java,974
108,com.navercorp.pinpoint.thrift.dto.TServiceInfo,thrift\src\main\java\com\navercorp\pinpoint\thrift\dto\TServiceInfo.java,183
109,com.navercorp.pinpoint.profiler.metadata.SqlMetaData,profiler\src\main\java\com\navercorp\pinpoint\profiler\metadata\SqlMetaData.java,643
110,com.navercorp.pinpoint.web.vo.LinkKey,web\src\main\java\com\navercorp\pinpoint\web\vo\LinkKey.java,693
111,com.navercorp.pinpoint.web.vo.scatter.DotAgentInfo,web\src\main\java\com\navercorp\pinpoint\web\vo\scatter\DotAgentInfo.java,651
112,com.navercorp.pinpoint.web.calltree.span.CallTreeIterator,web\src\main\java\com\navercorp\pinpoint\web\calltree\span\CallTreeIterator.java,726
113,com.navercorp.pinpoint.profiler.metadata.StringMetaData,profiler\src\main\java\com\navercorp\pinpoint\profiler\metadata\StringMetaData.java,643
114,com.navercorp.pinpoint.bootstrap.plugin.proxy.ProxyHttpHeader,bootstrap-core\src\main\java\com\navercorp\pinpoint\bootstrap\plugin\proxy\ProxyHttpHeader.java,839
115,com.navercorp.pinpoint.profiler.context.provider.stat.jvmgc.DetailedMemoryMetricProvider,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\provider\stat\jvmgc\DetailedMemoryMetricProvider.java,1297
116,com.navercorp.pinpoint.rpc.stream.StreamChannelStateCode,rpc\src\main\java\com\navercorp\pinpoint\rpc\stream\StreamChannelStateCode.java,774
117,com.navercorp.pinpoint.web.scatter.ScatterAgentMetadataRepository,web\src\main\java\com\navercorp\pinpoint\web\scatter\ScatterAgentMetadataRepository.java,757
118,com.navercorp.pinpoint.thrift.dto.TDataSource,thrift\src\main\java\com\navercorp\pinpoint\thrift\dto\TDataSource.java,183
119,com.navercorp.pinpoint.plugin.jdbc.oracle.parser.Description,plugins\oracle-jdbc\src\main\java\com\navercorp\pinpoint\plugin\jdbc\oracle\parser\Description.java,707
120,com.navercorp.pinpoint.profiler.context.DefaultTrace,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\DefaultTrace.java,1351
121,com.navercorp.pinpoint.plugin.thrift.interceptor.tprotocol.server.TProtocolReadMessageEndInterceptor,plugins\thrift\src\main\java\com\navercorp\pinpoint\plugin\thrift\interceptor\tprotocol\server\TProtocolReadMessageEndInterceptor.java,2074
122,com.navercorp.pinpoint.profiler.context.grpc.GrpcJvmGcTypeMessageConverter,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\grpc\GrpcJvmGcTypeMessageConverter.java,846
123,com.navercorp.pinpoint.web.applicationmap.nodes.ServerInstanceList,web\src\main\java\com\navercorp\pinpoint\web\applicationmap\nodes\ServerInstanceList.java,809
124,com.navercorp.pinpoint.common.server.util.AgentEventMessageSerializerV1,commons-server\src\main\java\com\navercorp\pinpoint\common\server\util\AgentEventMessageSerializerV1.java,963
125,com.navercorp.pinpoint.profiler.instrument.classloading.PlainClassLoaderHandler,profiler\src\main\java\com\navercorp\pinpoint\profiler\instrument\classloading\PlainClassLoaderHandler.java,1649
126,com.navercorp.pinpoint.plugin.jdbc.oracle.OracleJdbcUrlParser,plugins\oracle-jdbc\src\main\java\com\navercorp\pinpoint\plugin\jdbc\oracle\OracleJdbcUrlParser.java,1448
127,com.navercorp.pinpoint.profiler.sender.SpanStreamSendData,profiler\src\main\java\com\navercorp\pinpoint\profiler\sender\SpanStreamSendData.java,1103
128,com.navercorp.pinpoint.web.service.ResponseTimeHistogramServiceImpl,web\src\main\java\com\navercorp\pinpoint\web\service\ResponseTimeHistogramServiceImpl.java,3789
129,com.navercorp.pinpoint.web.controller.ScatterChartController,web\src\main\java\com\navercorp\pinpoint\web\controller\ScatterChartController.java,2137
130,com.navercorp.pinpoint.common.hbase.parallel.ScanTaskConfig,commons-hbase\src\main\java\com\navercorp\pinpoint\common\hbase\parallel\ScanTaskConfig.java,987
131,com.navercorp.pinpoint.plugin.thrift.interceptor.tprotocol.server.TProtocolReadFieldBeginInterceptor,plugins\thrift\src\main\java\com\navercorp\pinpoint\plugin\thrift\interceptor\tprotocol\server\TProtocolReadFieldBeginInterceptor.java,1368
132,com.navercorp.pinpoint.web.applicationmap.nodes.ServerInstance,web\src\main\java\com\navercorp\pinpoint\web\applicationmap\nodes\ServerInstance.java,1022
133,com.navercorp.pinpoint.plugin.spring.beans.SpringBeansTarget,plugins\spring\src\main\java\com\navercorp\pinpoint\plugin\spring\beans\SpringBeansTarget.java,1060
