id,name,file,offset,containing_class_id,target_ids
69,com.navercorp.pinpoint.plugin.spring.beans.interceptor.TargetBeanFilter.isAnnotationTarget,plugins\spring\src\main\java\com\navercorp\pinpoint\plugin\spring\beans\interceptor\TargetBeanFilter.java,7673,7,133
70,com.navercorp.pinpoint.plugin.thrift.interceptor.tprotocol.server.TProtocolReadFieldBeginInterceptor.handleClientRequest,plugins\thrift\src\main\java\com\navercorp\pinpoint\plugin\thrift\interceptor\tprotocol\server\TProtocolReadFieldBeginInterceptor.java,4786,131,58
71,com.navercorp.pinpoint.plugin.thrift.interceptor.tprotocol.server.TProtocolReadMessageEndInterceptor.recordParentInfo,plugins\thrift\src\main\java\com\navercorp\pinpoint\plugin\thrift\interceptor\tprotocol\server\TProtocolReadMessageEndInterceptor.java,11428,121,47
72,com.navercorp.pinpoint.plugin.jdbc.oracle.parser.Description.compare,plugins\oracle-jdbc\src\main\java\com\navercorp\pinpoint\plugin\jdbc\oracle\parser\Description.java,2508,119,106
73,com.navercorp.pinpoint.plugin.jdbc.oracle.OracleJdbcUrlParser.createOracleDatabaseInfo,plugins\oracle-jdbc\src\main\java\com\navercorp\pinpoint\plugin\jdbc\oracle\OracleJdbcUrlParser.java,4773,126,106
74,com.navercorp.pinpoint.profiler.sender.planer.AbstractSpanStreamSendDataPlaner.needFlush,profiler\src\main\java\com\navercorp\pinpoint\profiler\sender\planer\AbstractSpanStreamSendDataPlaner.java,9195,102,127
75,com.navercorp.pinpoint.profiler.sender.planer.AbstractSpanStreamSendDataPlaner.getByteBuffer,profiler\src\main\java\com\navercorp\pinpoint\profiler\sender\planer\AbstractSpanStreamSendDataPlaner.java,9715,102,48
76,com.navercorp.pinpoint.profiler.context.grpc.GrpcSpanMessageConverter.newParentInfo,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\grpc\GrpcSpanMessageConverter.java,7285,52,26
77,com.navercorp.pinpoint.profiler.context.grpc.GrpcStatMessageConverter.convertCpuLoad,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\grpc\GrpcStatMessageConverter.java,9571,67,22
78,com.navercorp.pinpoint.profiler.context.grpc.GrpcStatMessageConverter.convertTransaction,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\grpc\GrpcStatMessageConverter.java,9933,67,17
79,com.navercorp.pinpoint.profiler.context.grpc.GrpcStatMessageConverter.convertDataSourceList,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\grpc\GrpcStatMessageConverter.java,11378,67,0
80,com.navercorp.pinpoint.profiler.context.grpc.GrpcStatMessageConverter.convertFileDescriptor,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\grpc\GrpcStatMessageConverter.java,13836,67,16
81,com.navercorp.pinpoint.profiler.context.grpc.GrpcStatMessageConverter.convertDirectBuffer,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\grpc\GrpcStatMessageConverter.java,14203,67,73
82,com.navercorp.pinpoint.profiler.context.grpc.GrpcMetadataMessageConverter.convertSqlMetaData,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\grpc\GrpcMetadataMessageConverter.java,5870,27,109
83,com.navercorp.pinpoint.profiler.context.grpc.GrpcMetadataMessageConverter.convertApiMetaData,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\grpc\GrpcMetadataMessageConverter.java,6154,27,21
84,com.navercorp.pinpoint.profiler.context.grpc.GrpcMetadataMessageConverter.convertStringMetaData,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\grpc\GrpcMetadataMessageConverter.java,6542,27,113
85,com.navercorp.pinpoint.profiler.context.grpc.GrpcJvmGcTypeMessageConverter.convertJvmGcType,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\grpc\GrpcJvmGcTypeMessageConverter.java,1289,122,93
86,com.navercorp.pinpoint.profiler.context.thrift.StatThriftMessageConverter.convertCpuLoad,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\thrift\StatThriftMessageConverter.java,9432,54,22
87,com.navercorp.pinpoint.profiler.context.thrift.StatThriftMessageConverter.convertTransaction,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\thrift\StatThriftMessageConverter.java,9743,54,17
88,com.navercorp.pinpoint.profiler.context.thrift.StatThriftMessageConverter.convertDataSourceList,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\thrift\StatThriftMessageConverter.java,11080,54,0
89,com.navercorp.pinpoint.profiler.context.thrift.StatThriftMessageConverter.convertFileDescriptor,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\thrift\StatThriftMessageConverter.java,13320,54,16
90,com.navercorp.pinpoint.profiler.context.thrift.StatThriftMessageConverter.convertDirectBuffer,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\thrift\StatThriftMessageConverter.java,13649,54,73
91,com.navercorp.pinpoint.profiler.context.thrift.JvmGcTypeThriftMessageConverter.convertJvmGcType,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\thrift\JvmGcTypeThriftMessageConverter.java,1221,15,93
92,com.navercorp.pinpoint.profiler.context.provider.stat.jvmgc.DetailedMemoryMetricProvider.createMetric,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\provider\stat\jvmgc\DetailedMemoryMetricProvider.java,2692,115,45
93,com.navercorp.pinpoint.profiler.context.SpanEvent.addAnnotation,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\SpanEvent.java,1523,101,12
94,com.navercorp.pinpoint.profiler.context.DefaultTrace.wrappedSpanEventRecorder,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\DefaultTrace.java,3218,120,2 101
95,com.navercorp.pinpoint.profiler.context.AsyncChildTrace.wrappedSpanEventRecorder,profiler\src\main\java\com\navercorp\pinpoint\profiler\context\AsyncChildTrace.java,2996,53,2 101
96,com.navercorp.pinpoint.profiler.instrument.classloading.PlainClassLoaderHandler.parseClass,profiler\src\main\java\com\navercorp\pinpoint\profiler\instrument\classloading\PlainClassLoaderHandler.java,9156,125,1
97,com.navercorp.pinpoint.profiler.instrument.ASMClassNodeAdapter.getSuperMethodExceptions,profiler\src\main\java\com\navercorp\pinpoint\profiler\instrument\ASMClassNodeAdapter.java,13487,39,89
98,com.navercorp.pinpoint.profiler.instrument.ASMMethodNodeAdapter.remapMethodInsnNode,profiler\src\main\java\com\navercorp\pinpoint\profiler\instrument\ASMMethodNodeAdapter.java,7447,89,85
99,com.navercorp.pinpoint.collector.cluster.route.StreamRouteHandler.createStreamChannel,collector\src\main\java\com\navercorp\pinpoint\collector\cluster\route\StreamRouteHandler.java,6478,68,35
100,com.navercorp.pinpoint.common.hbase.parallel.ParallelResultScanner.createScanTasks,commons-hbase\src\main\java\com\navercorp\pinpoint\common\hbase\parallel\ParallelResultScanner.java,3007,20,130
101,com.navercorp.pinpoint.common.hbase.parallel.ParallelResultScanner.checkTask,commons-hbase\src\main\java\com\navercorp\pinpoint\common\hbase\parallel\ParallelResultScanner.java,5806,20,46
102,com.navercorp.pinpoint.bootstrap.plugin.proxy.ProxyHttpHeaderParser.parseFormat,bootstrap-core\src\main\java\com\navercorp\pinpoint\bootstrap\plugin\proxy\ProxyHttpHeaderParser.java,1805,9,114
103,com.navercorp.pinpoint.common.server.bo.SpanBo.addSpanEvent,commons-server\src\main\java\com\navercorp\pinpoint\common\server\bo\SpanBo.java,5020,50,19
104,com.navercorp.pinpoint.common.server.util.AgentEventMessageSerializerV1.putMonitorInfoBo,commons-server\src\main\java\com\navercorp\pinpoint\common\server\util\AgentEventMessageSerializerV1.java,4109,124,59
