name,file,containing_class,containing_class_file,target_ids,target_ids_file
org.apache.cayenne.modeler.editor.ObjAttributeTableModel.getDBAttributeType,modeler\cayenne-modeler\src\main\java\org\apache\cayenne\modeler\editor\ObjAttributeTableModel.java,org.apache.cayenne.modeler.editor.ObjAttributeTableModel,modeler\cayenne-modeler\src\main\java\org\apache\cayenne\modeler\editor\ObjAttributeTableModel.java,org.apache.cayenne.modeler.editor.wrapper.ObjAttributeWrapper,modeler\cayenne-modeler\src\main\java\org\apache\cayenne\modeler\editor\wrapper\ObjAttributeWrapper.java
org.apache.cayenne.modeler.editor.ObjAttributeTableModel.setObjAttribute,modeler\cayenne-modeler\src\main\java\org\apache\cayenne\modeler\editor\ObjAttributeTableModel.java,org.apache.cayenne.modeler.editor.ObjAttributeTableModel,modeler\cayenne-modeler\src\main\java\org\apache\cayenne\modeler\editor\ObjAttributeTableModel.java,org.apache.cayenne.modeler.editor.wrapper.ObjAttributeWrapper,modeler\cayenne-modeler\src\main\java\org\apache\cayenne\modeler\editor\wrapper\ObjAttributeWrapper.java
org.apache.cayenne.modeler.editor.ObjAttributeTableModel.setDbAttribute,modeler\cayenne-modeler\src\main\java\org\apache\cayenne\modeler\editor\ObjAttributeTableModel.java,org.apache.cayenne.modeler.editor.ObjAttributeTableModel,modeler\cayenne-modeler\src\main\java\org\apache\cayenne\modeler\editor\ObjAttributeTableModel.java,org.apache.cayenne.modeler.editor.wrapper.ObjAttributeWrapper,modeler\cayenne-modeler\src\main\java\org\apache\cayenne\modeler\editor\wrapper\ObjAttributeWrapper.java
org.apache.cayenne.modeler.editor.AbstractCallbackMethodsTab.createTablePanel,modeler\cayenne-modeler\src\main\java\org\apache\cayenne\modeler\editor\AbstractCallbackMethodsTab.java,org.apache.cayenne.modeler.editor.AbstractCallbackMethodsTab,modeler\cayenne-modeler\src\main\java\org\apache\cayenne\modeler\editor\AbstractCallbackMethodsTab.java,org.apache.cayenne.modeler.util.CayenneTable,modeler\cayenne-modeler\src\main\java\org\apache\cayenne\modeler\util\CayenneTable.java
org.apache.cayenne.wocompat.parser.ParserTokenManager.ReInit,modeler\cayenne-wocompat\src\main\java\org\apache\cayenne\wocompat\parser\ParserTokenManager.java,org.apache.cayenne.wocompat.parser.ParserTokenManager,modeler\cayenne-wocompat\src\main\java\org\apache\cayenne\wocompat\parser\ParserTokenManager.java,org.apache.cayenne.wocompat.parser.SimpleCharStream,modeler\cayenne-wocompat\src\main\java\org\apache\cayenne\wocompat\parser\SimpleCharStream.java
org.apache.cayenne.gen.xml.CgenSaverDelegate.resolveOutputDir,cayenne-cgen\src\main\java\org\apache\cayenne\gen\xml\CgenSaverDelegate.java,org.apache.cayenne.gen.xml.CgenSaverDelegate,cayenne-cgen\src\main\java\org\apache\cayenne\gen\xml\CgenSaverDelegate.java,org.apache.cayenne.gen.CgenConfiguration,cayenne-cgen\src\main\java\org\apache\cayenne\gen\CgenConfiguration.java
org.apache.cayenne.gen.ClassGenerationAction.customTemplateName,cayenne-cgen\src\main\java\org\apache\cayenne\gen\ClassGenerationAction.java,org.apache.cayenne.gen.ClassGenerationAction,cayenne-cgen\src\main\java\org\apache\cayenne\gen\ClassGenerationAction.java,org.apache.cayenne.gen.TemplateType,cayenne-cgen\src\main\java\org\apache\cayenne\gen\TemplateType.java
org.apache.cayenne.dbsync.merge.token.db.AbstractToDbToken.executeSql,cayenne-dbsync\src\main\java\org\apache\cayenne\dbsync\merge\token\db\AbstractToDbToken.java,org.apache.cayenne.dbsync.merge.token.db.AbstractToDbToken,cayenne-dbsync\src\main\java\org\apache\cayenne\dbsync\merge\token\db\AbstractToDbToken.java,org.apache.cayenne.dbsync.merge.context.MergerContext,cayenne-dbsync\src\main\java\org\apache\cayenne\dbsync\merge\context\MergerContext.java
org.apache.cayenne.dbsync.reverse.dbimport.DefaultDbImportAction.putReverseEngineeringToConfig,cayenne-dbsync\src\main\java\org\apache\cayenne\dbsync\reverse\dbimport\DefaultDbImportAction.java,org.apache.cayenne.dbsync.reverse.dbimport.DefaultDbImportAction,cayenne-dbsync\src\main\java\org\apache\cayenne\dbsync\reverse\dbimport\DefaultDbImportAction.java,org.apache.cayenne.dbsync.reverse.dbimport.ReverseEngineering,cayenne-dbsync\src\main\java\org\apache\cayenne\dbsync\reverse\dbimport\ReverseEngineering.java
org.apache.cayenne.dbsync.reverse.dbimport.DefaultDbImportAction.putReverseEngineeringToConfig,cayenne-dbsync\src\main\java\org\apache\cayenne\dbsync\reverse\dbimport\DefaultDbImportAction.java,org.apache.cayenne.dbsync.reverse.dbimport.DefaultDbImportAction,cayenne-dbsync\src\main\java\org\apache\cayenne\dbsync\reverse\dbimport\DefaultDbImportAction.java,org.apache.cayenne.dbsync.reverse.dbimport.DbImportConfiguration,cayenne-dbsync\src\main\java\org\apache\cayenne\dbsync\reverse\dbimport\DbImportConfiguration.java
org.apache.cayenne.dbsync.reverse.dbimport.DefaultDbImportAction.transformSourceBeforeMerge,cayenne-dbsync\src\main\java\org\apache\cayenne\dbsync\reverse\dbimport\DefaultDbImportAction.java,org.apache.cayenne.dbsync.reverse.dbimport.DefaultDbImportAction,cayenne-dbsync\src\main\java\org\apache\cayenne\dbsync\reverse\dbimport\DefaultDbImportAction.java,org.apache.cayenne.dbsync.reverse.dbimport.DbImportConfiguration,cayenne-dbsync\src\main\java\org\apache\cayenne\dbsync\reverse\dbimport\DbImportConfiguration.java
org.apache.cayenne.dbsync.reverse.dbimport.DefaultDbImportAction.checkDataMapProperties,cayenne-dbsync\src\main\java\org\apache\cayenne\dbsync\reverse\dbimport\DefaultDbImportAction.java,org.apache.cayenne.dbsync.reverse.dbimport.DefaultDbImportAction,cayenne-dbsync\src\main\java\org\apache\cayenne\dbsync\reverse\dbimport\DefaultDbImportAction.java,org.apache.cayenne.dbsync.reverse.dbimport.DbImportConfiguration,cayenne-dbsync\src\main\java\org\apache\cayenne\dbsync\reverse\dbimport\DbImportConfiguration.java
org.apache.cayenne.dbsync.reverse.dbimport.DefaultDbImportAction.syncDataMapProperties,cayenne-dbsync\src\main\java\org\apache\cayenne\dbsync\reverse\dbimport\DefaultDbImportAction.java,org.apache.cayenne.dbsync.reverse.dbimport.DefaultDbImportAction,cayenne-dbsync\src\main\java\org\apache\cayenne\dbsync\reverse\dbimport\DefaultDbImportAction.java,org.apache.cayenne.dbsync.reverse.dbimport.DbImportConfiguration,cayenne-dbsync\src\main\java\org\apache\cayenne\dbsync\reverse\dbimport\DbImportConfiguration.java
org.apache.cayenne.dbsync.reverse.dbimport.DefaultDbImportAction.newTargetDataMap,cayenne-dbsync\src\main\java\org\apache\cayenne\dbsync\reverse\dbimport\DefaultDbImportAction.java,org.apache.cayenne.dbsync.reverse.dbimport.DefaultDbImportAction,cayenne-dbsync\src\main\java\org\apache\cayenne\dbsync\reverse\dbimport\DefaultDbImportAction.java,org.apache.cayenne.dbsync.reverse.dbimport.DbImportConfiguration,cayenne-dbsync\src\main\java\org\apache\cayenne\dbsync\reverse\dbimport\DbImportConfiguration.java
org.apache.cayenne.dba.db2.DB2SQLTreeProcessor.getReplacementForFunction,cayenne-server\src\main\java\org\apache\cayenne\dba\db2\DB2SQLTreeProcessor.java,org.apache.cayenne.dba.db2.DB2SQLTreeProcessor,cayenne-server\src\main\java\org\apache\cayenne\dba\db2\DB2SQLTreeProcessor.java,org.apache.cayenne.access.sqlbuilder.sqltree.FunctionNode,cayenne-server\src\main\java\org\apache\cayenne\access\sqlbuilder\sqltree\FunctionNode.java
org.apache.cayenne.dba.derby.DerbySQLTreeProcessor.getReplacementForFunction,cayenne-server\src\main\java\org\apache\cayenne\dba\derby\DerbySQLTreeProcessor.java,org.apache.cayenne.dba.derby.DerbySQLTreeProcessor,cayenne-server\src\main\java\org\apache\cayenne\dba\derby\DerbySQLTreeProcessor.java,org.apache.cayenne.access.sqlbuilder.sqltree.FunctionNode,cayenne-server\src\main\java\org\apache\cayenne\access\sqlbuilder\sqltree\FunctionNode.java
org.apache.cayenne.dba.hsqldb.HSQLTreeProcessor.getReplacementForFunction,cayenne-server\src\main\java\org\apache\cayenne\dba\hsqldb\HSQLTreeProcessor.java,org.apache.cayenne.dba.hsqldb.HSQLTreeProcessor,cayenne-server\src\main\java\org\apache\cayenne\dba\hsqldb\HSQLTreeProcessor.java,org.apache.cayenne.access.sqlbuilder.sqltree.FunctionNode,cayenne-server\src\main\java\org\apache\cayenne\access\sqlbuilder\sqltree\FunctionNode.java
org.apache.cayenne.dba.oracle.OracleSQLTreeProcessor.newSliceNode,cayenne-server\src\main\java\org\apache\cayenne\dba\oracle\OracleSQLTreeProcessor.java,org.apache.cayenne.dba.oracle.OracleSQLTreeProcessor,cayenne-server\src\main\java\org\apache\cayenne\dba\oracle\OracleSQLTreeProcessor.java,org.apache.cayenne.access.sqlbuilder.sqltree.Node,cayenne-server\src\main\java\org\apache\cayenne\access\sqlbuilder\sqltree\Node.java
org.apache.cayenne.dba.oracle.OracleSQLTreeProcessor.newSliceNode,cayenne-server\src\main\java\org\apache\cayenne\dba\oracle\OracleSQLTreeProcessor.java,org.apache.cayenne.dba.oracle.OracleSQLTreeProcessor,cayenne-server\src\main\java\org\apache\cayenne\dba\oracle\OracleSQLTreeProcessor.java,org.apache.cayenne.access.sqlbuilder.sqltree.ValueNode,cayenne-server\src\main\java\org\apache\cayenne\access\sqlbuilder\sqltree\ValueNode.java
org.apache.cayenne.dba.oracle.OracleSQLTreeProcessor.newSliceNode,cayenne-server\src\main\java\org\apache\cayenne\dba\oracle\OracleSQLTreeProcessor.java,org.apache.cayenne.dba.oracle.OracleSQLTreeProcessor,cayenne-server\src\main\java\org\apache\cayenne\dba\oracle\OracleSQLTreeProcessor.java,org.apache.cayenne.access.sqlbuilder.sqltree.InNode,cayenne-server\src\main\java\org\apache\cayenne\access\sqlbuilder\sqltree\InNode.java
org.apache.cayenne.dba.sqlite.SQLiteTreeProcessor.replaceExtractFunction,cayenne-server\src\main\java\org\apache\cayenne\dba\sqlite\SQLiteTreeProcessor.java,org.apache.cayenne.dba.sqlite.SQLiteTreeProcessor,cayenne-server\src\main\java\org\apache\cayenne\dba\sqlite\SQLiteTreeProcessor.java,org.apache.cayenne.access.sqlbuilder.sqltree.Node,cayenne-server\src\main\java\org\apache\cayenne\access\sqlbuilder\sqltree\Node.java
org.apache.cayenne.dba.sqlite.SQLiteTreeProcessor.replaceExtractFunction,cayenne-server\src\main\java\org\apache\cayenne\dba\sqlite\SQLiteTreeProcessor.java,org.apache.cayenne.dba.sqlite.SQLiteTreeProcessor,cayenne-server\src\main\java\org\apache\cayenne\dba\sqlite\SQLiteTreeProcessor.java,org.apache.cayenne.access.sqlbuilder.sqltree.FunctionNode,cayenne-server\src\main\java\org\apache\cayenne\access\sqlbuilder\sqltree\FunctionNode.java
org.apache.cayenne.dba.firebird.FirebirdSQLTreeProcessor.newSliceNode,cayenne-server\src\main\java\org\apache\cayenne\dba\firebird\FirebirdSQLTreeProcessor.java,org.apache.cayenne.dba.firebird.FirebirdSQLTreeProcessor,cayenne-server\src\main\java\org\apache\cayenne\dba\firebird\FirebirdSQLTreeProcessor.java,org.apache.cayenne.access.sqlbuilder.sqltree.Node,cayenne-server\src\main\java\org\apache\cayenne\access\sqlbuilder\sqltree\Node.java
org.apache.cayenne.dba.firebird.FirebirdSQLTreeProcessor.newSliceNode,cayenne-server\src\main\java\org\apache\cayenne\dba\firebird\FirebirdSQLTreeProcessor.java,org.apache.cayenne.dba.firebird.FirebirdSQLTreeProcessor,cayenne-server\src\main\java\org\apache\cayenne\dba\firebird\FirebirdSQLTreeProcessor.java,org.apache.cayenne.access.sqlbuilder.sqltree.ValueNode,cayenne-server\src\main\java\org\apache\cayenne\access\sqlbuilder\sqltree\ValueNode.java
org.apache.cayenne.dba.firebird.FirebirdSQLTreeProcessor.newSliceNode,cayenne-server\src\main\java\org\apache\cayenne\dba\firebird\FirebirdSQLTreeProcessor.java,org.apache.cayenne.dba.firebird.FirebirdSQLTreeProcessor,cayenne-server\src\main\java\org\apache\cayenne\dba\firebird\FirebirdSQLTreeProcessor.java,org.apache.cayenne.access.sqlbuilder.sqltree.InNode,cayenne-server\src\main\java\org\apache\cayenne\access\sqlbuilder\sqltree\InNode.java
org.apache.cayenne.dba.openbase.OpenBasePkGenerator.newIDString,cayenne-server\src\main\java\org\apache\cayenne\dba\openbase\OpenBasePkGenerator.java,org.apache.cayenne.dba.openbase.OpenBasePkGenerator,cayenne-server\src\main\java\org\apache\cayenne\dba\openbase\OpenBasePkGenerator.java,org.apache.cayenne.map.DbEntity,cayenne-server\src\main\java\org\apache\cayenne\map\DbEntity.java
org.apache.cayenne.dba.openbase.OpenBasePkGenerator.canCreatePK,cayenne-server\src\main\java\org\apache\cayenne\dba\openbase\OpenBasePkGenerator.java,org.apache.cayenne.dba.openbase.OpenBasePkGenerator,cayenne-server\src\main\java\org\apache\cayenne\dba\openbase\OpenBasePkGenerator.java,org.apache.cayenne.map.DbEntity,cayenne-server\src\main\java\org\apache\cayenne\map\DbEntity.java
org.apache.cayenne.dba.openbase.OpenBasePkGenerator.createPKString,cayenne-server\src\main\java\org\apache\cayenne\dba\openbase\OpenBasePkGenerator.java,org.apache.cayenne.dba.openbase.OpenBasePkGenerator,cayenne-server\src\main\java\org\apache\cayenne\dba\openbase\OpenBasePkGenerator.java,org.apache.cayenne.map.DbEntity,cayenne-server\src\main\java\org\apache\cayenne\map\DbEntity.java
org.apache.cayenne.dba.openbase.OpenBasePkGenerator.createUniquePKIndexString,cayenne-server\src\main\java\org\apache\cayenne\dba\openbase\OpenBasePkGenerator.java,org.apache.cayenne.dba.openbase.OpenBasePkGenerator,cayenne-server\src\main\java\org\apache\cayenne\dba\openbase\OpenBasePkGenerator.java,org.apache.cayenne.map.DbEntity,cayenne-server\src\main\java\org\apache\cayenne\map\DbEntity.java
org.apache.cayenne.dba.postgres.PostgresAdapter.createAttribute,cayenne-server\src\main\java\org\apache\cayenne\dba\postgres\PostgresAdapter.java,org.apache.cayenne.dba.postgres.PostgresAdapter,cayenne-server\src\main\java\org\apache\cayenne\dba\postgres\PostgresAdapter.java,org.apache.cayenne.map.DbEntity,cayenne-server\src\main\java\org\apache\cayenne\map\DbEntity.java
