name,file,containing_class,containing_class_file,target_ids,target_ids_file
net.sourceforge.pmd.lang.apex.rule.codestyle.MethodNamingConventionsRule.isConstructor,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\codestyle\MethodNamingConventionsRule.java,net.sourceforge.pmd.lang.apex.rule.codestyle.MethodNamingConventionsRule,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\codestyle\MethodNamingConventionsRule.java,net.sourceforge.pmd.lang.apex.ast.ASTMethod,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\ast\ASTMethod.java
net.sourceforge.pmd.lang.apex.rule.codestyle.MethodNamingConventionsRule.isTestMethod,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\codestyle\MethodNamingConventionsRule.java,net.sourceforge.pmd.lang.apex.rule.codestyle.MethodNamingConventionsRule,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\codestyle\MethodNamingConventionsRule.java,net.sourceforge.pmd.lang.apex.ast.ASTMethod,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\ast\ASTMethod.java
net.sourceforge.pmd.lang.apex.rule.performance.AvoidSoqlInLoopsRule.parentNotReturn,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\performance\AvoidSoqlInLoopsRule.java,net.sourceforge.pmd.lang.apex.rule.performance.AvoidSoqlInLoopsRule,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\performance\AvoidSoqlInLoopsRule.java,net.sourceforge.pmd.lang.apex.ast.ASTSoqlExpression,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\ast\ASTSoqlExpression.java
net.sourceforge.pmd.lang.apex.rule.performance.AvoidSoqlInLoopsRule.parentNotForEach,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\performance\AvoidSoqlInLoopsRule.java,net.sourceforge.pmd.lang.apex.rule.performance.AvoidSoqlInLoopsRule,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\performance\AvoidSoqlInLoopsRule.java,net.sourceforge.pmd.lang.apex.ast.ASTSoqlExpression,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\ast\ASTSoqlExpression.java
net.sourceforge.pmd.lang.apex.rule.performance.AvoidSoqlInLoopsRule.insideLoop,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\performance\AvoidSoqlInLoopsRule.java,net.sourceforge.pmd.lang.apex.rule.performance.AvoidSoqlInLoopsRule,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\performance\AvoidSoqlInLoopsRule.java,net.sourceforge.pmd.lang.apex.ast.ASTSoqlExpression,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\ast\ASTSoqlExpression.java
net.sourceforge.pmd.lang.apex.rule.performance.AvoidSoslInLoopsRule.parentNotReturn,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\performance\AvoidSoslInLoopsRule.java,net.sourceforge.pmd.lang.apex.rule.performance.AvoidSoslInLoopsRule,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\performance\AvoidSoslInLoopsRule.java,net.sourceforge.pmd.lang.apex.ast.ASTSoslExpression,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\ast\ASTSoslExpression.java
net.sourceforge.pmd.lang.apex.rule.performance.AvoidSoslInLoopsRule.parentNotForEach,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\performance\AvoidSoslInLoopsRule.java,net.sourceforge.pmd.lang.apex.rule.performance.AvoidSoslInLoopsRule,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\performance\AvoidSoslInLoopsRule.java,net.sourceforge.pmd.lang.apex.ast.ASTSoslExpression,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\ast\ASTSoslExpression.java
net.sourceforge.pmd.lang.apex.rule.performance.AvoidSoslInLoopsRule.insideLoop,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\performance\AvoidSoslInLoopsRule.java,net.sourceforge.pmd.lang.apex.rule.performance.AvoidSoslInLoopsRule,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\performance\AvoidSoslInLoopsRule.java,net.sourceforge.pmd.lang.apex.ast.ASTSoslExpression,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\ast\ASTSoslExpression.java
net.sourceforge.pmd.lang.apex.rule.bestpractices.AvoidGlobalModifierRule.isWebService,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\bestpractices\AvoidGlobalModifierRule.java,net.sourceforge.pmd.lang.apex.rule.bestpractices.AvoidGlobalModifierRule,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\bestpractices\AvoidGlobalModifierRule.java,net.sourceforge.pmd.lang.apex.ast.ASTModifierNode,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\ast\ASTModifierNode.java
net.sourceforge.pmd.lang.apex.rule.bestpractices.AvoidGlobalModifierRule.isGlobal,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\bestpractices\AvoidGlobalModifierRule.java,net.sourceforge.pmd.lang.apex.rule.bestpractices.AvoidGlobalModifierRule,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\bestpractices\AvoidGlobalModifierRule.java,net.sourceforge.pmd.lang.apex.ast.ASTModifierNode,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\ast\ASTModifierNode.java
net.sourceforge.pmd.lang.apex.rule.bestpractices.AvoidGlobalModifierRule.hasRestAnnotation,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\bestpractices\AvoidGlobalModifierRule.java,net.sourceforge.pmd.lang.apex.rule.bestpractices.AvoidGlobalModifierRule,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\bestpractices\AvoidGlobalModifierRule.java,net.sourceforge.pmd.lang.apex.ast.ASTModifierNode,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\ast\ASTModifierNode.java
net.sourceforge.pmd.cpd.GUI.setLabelFor,pmd-core\src\main\java\net\sourceforge\pmd\cpd\GUI.java,net.sourceforge.pmd.cpd.GUI,pmd-core\src\main\java\net\sourceforge\pmd\cpd\GUI.java,net.sourceforge.pmd.cpd.Match,pmd-core\src\main\java\net\sourceforge\pmd\cpd\Match.java
net.sourceforge.pmd.cpd.CPDTask.analyzeCode,pmd-core\src\main\java\net\sourceforge\pmd\cpd\CPDTask.java,net.sourceforge.pmd.cpd.CPDTask,pmd-core\src\main\java\net\sourceforge\pmd\cpd\CPDTask.java,net.sourceforge.pmd.cpd.CPD,pmd-core\src\main\java\net\sourceforge\pmd\cpd\CPD.java
net.sourceforge.pmd.cpd.XMLRenderer.addFilesToDuplicationElement,pmd-core\src\main\java\net\sourceforge\pmd\cpd\XMLRenderer.java,net.sourceforge.pmd.cpd.XMLRenderer,pmd-core\src\main\java\net\sourceforge\pmd\cpd\XMLRenderer.java,net.sourceforge.pmd.cpd.Match,pmd-core\src\main\java\net\sourceforge\pmd\cpd\Match.java
net.sourceforge.pmd.cpd.XMLRenderer.addCodeSnippet,pmd-core\src\main\java\net\sourceforge\pmd\cpd\XMLRenderer.java,net.sourceforge.pmd.cpd.XMLRenderer,pmd-core\src\main\java\net\sourceforge\pmd\cpd\XMLRenderer.java,net.sourceforge.pmd.cpd.Match,pmd-core\src\main\java\net\sourceforge\pmd\cpd\Match.java
net.sourceforge.pmd.cpd.XMLRenderer.createDuplicationElement,pmd-core\src\main\java\net\sourceforge\pmd\cpd\XMLRenderer.java,net.sourceforge.pmd.cpd.XMLRenderer,pmd-core\src\main\java\net\sourceforge\pmd\cpd\XMLRenderer.java,net.sourceforge.pmd.cpd.Match,pmd-core\src\main\java\net\sourceforge\pmd\cpd\Match.java
net.sourceforge.pmd.cpd.AntlrTokenizer.processToken,pmd-core\src\main\java\net\sourceforge\pmd\cpd\AntlrTokenizer.java,net.sourceforge.pmd.cpd.AntlrTokenizer,pmd-core\src\main\java\net\sourceforge\pmd\cpd\AntlrTokenizer.java,net.sourceforge.pmd.cpd.Tokens,pmd-core\src\main\java\net\sourceforge\pmd\cpd\Tokens.java
net.sourceforge.pmd.cpd.AntlrTokenizer.processToken,pmd-core\src\main\java\net\sourceforge\pmd\cpd\AntlrTokenizer.java,net.sourceforge.pmd.cpd.AntlrTokenizer,pmd-core\src\main\java\net\sourceforge\pmd\cpd\AntlrTokenizer.java,net.sourceforge.pmd.cpd.token.AntlrToken,pmd-core\src\main\java\net\sourceforge\pmd\cpd\token\AntlrToken.java
net.sourceforge.pmd.cpd.MatchCollector.matchEnded,pmd-core\src\main\java\net\sourceforge\pmd\cpd\MatchCollector.java,net.sourceforge.pmd.cpd.MatchCollector,pmd-core\src\main\java\net\sourceforge\pmd\cpd\MatchCollector.java,net.sourceforge.pmd.cpd.TokenEntry,pmd-core\src\main\java\net\sourceforge\pmd\cpd\TokenEntry.java
net.sourceforge.pmd.dcd.UsageNodeVisitor.ignore,pmd-core\src\main\java\net\sourceforge\pmd\dcd\UsageNodeVisitor.java,net.sourceforge.pmd.dcd.UsageNodeVisitor,pmd-core\src\main\java\net\sourceforge\pmd\dcd\UsageNodeVisitor.java,net.sourceforge.pmd.dcd.graph.ClassNode,pmd-core\src\main\java\net\sourceforge\pmd\dcd\graph\ClassNode.java
net.sourceforge.pmd.lang.dfa.report.ReportTree.equalsNodeInLevel,pmd-core\src\main\java\net\sourceforge\pmd\lang\dfa\report\ReportTree.java,net.sourceforge.pmd.lang.dfa.report.ReportTree,pmd-core\src\main\java\net\sourceforge\pmd\lang\dfa\report\ReportTree.java,net.sourceforge.pmd.lang.dfa.report.AbstractReportNode,pmd-core\src\main\java\net\sourceforge\pmd\lang\dfa\report\AbstractReportNode.java
net.sourceforge.pmd.lang.dfa.pathfinder.DAAPathFinder.addNode,pmd-core\src\main\java\net\sourceforge\pmd\lang\dfa\pathfinder\DAAPathFinder.java,net.sourceforge.pmd.lang.dfa.pathfinder.DAAPathFinder,pmd-core\src\main\java\net\sourceforge\pmd\lang\dfa\pathfinder\DAAPathFinder.java,net.sourceforge.pmd.lang.dfa.pathfinder.PathElement,pmd-core\src\main\java\net\sourceforge\pmd\lang\dfa\pathfinder\PathElement.java
net.sourceforge.pmd.processor.AbstractPMDProcessor.renderReports,pmd-core\src\main\java\net\sourceforge\pmd\processor\AbstractPMDProcessor.java,net.sourceforge.pmd.processor.AbstractPMDProcessor,pmd-core\src\main\java\net\sourceforge\pmd\processor\AbstractPMDProcessor.java,net.sourceforge.pmd.Report,pmd-core\src\main\java\net\sourceforge\pmd\Report.java
net.sourceforge.pmd.RuleSetFactory.createRuleSetCopy,pmd-core\src\main\java\net\sourceforge\pmd\RuleSetFactory.java,net.sourceforge.pmd.RuleSetFactory,pmd-core\src\main\java\net\sourceforge\pmd\RuleSetFactory.java,net.sourceforge.pmd.RuleSet,pmd-core\src\main\java\net\sourceforge\pmd\RuleSet.java
net.sourceforge.pmd.SourceCodeProcessor.parse,pmd-core\src\main\java\net\sourceforge\pmd\SourceCodeProcessor.java,net.sourceforge.pmd.SourceCodeProcessor,pmd-core\src\main\java\net\sourceforge\pmd\SourceCodeProcessor.java,net.sourceforge.pmd.RuleContext,pmd-core\src\main\java\net\sourceforge\pmd\RuleContext.java
net.sourceforge.pmd.SourceCodeProcessor.usesDFA,pmd-core\src\main\java\net\sourceforge\pmd\SourceCodeProcessor.java,net.sourceforge.pmd.SourceCodeProcessor,pmd-core\src\main\java\net\sourceforge\pmd\SourceCodeProcessor.java,net.sourceforge.pmd.RuleSets,pmd-core\src\main\java\net\sourceforge\pmd\RuleSets.java
net.sourceforge.pmd.SourceCodeProcessor.usesDFA,pmd-core\src\main\java\net\sourceforge\pmd\SourceCodeProcessor.java,net.sourceforge.pmd.SourceCodeProcessor,pmd-core\src\main\java\net\sourceforge\pmd\SourceCodeProcessor.java,net.sourceforge.pmd.lang.LanguageVersion,pmd-core\src\main\java\net\sourceforge\pmd\lang\LanguageVersion.java
net.sourceforge.pmd.SourceCodeProcessor.usesMultifile,pmd-core\src\main\java\net\sourceforge\pmd\SourceCodeProcessor.java,net.sourceforge.pmd.SourceCodeProcessor,pmd-core\src\main\java\net\sourceforge\pmd\SourceCodeProcessor.java,net.sourceforge.pmd.RuleSets,pmd-core\src\main\java\net\sourceforge\pmd\RuleSets.java
net.sourceforge.pmd.lang.java.rule.design.ImmutableFieldRule.initializedWhenDeclared,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\design\ImmutableFieldRule.java,net.sourceforge.pmd.lang.java.rule.design.ImmutableFieldRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\design\ImmutableFieldRule.java,net.sourceforge.pmd.lang.java.symboltable.VariableNameDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\symboltable\VariableNameDeclaration.java
net.sourceforge.pmd.lang.java.rule.design.ImmutableFieldRule.findAllConstructors,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\design\ImmutableFieldRule.java,net.sourceforge.pmd.lang.java.rule.design.ImmutableFieldRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\design\ImmutableFieldRule.java,net.sourceforge.pmd.lang.java.ast.ASTClassOrInterfaceDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTClassOrInterfaceDeclaration.java
net.sourceforge.pmd.lang.java.rule.design.UseUtilityClassRule.isOkUsingLombok,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\design\UseUtilityClassRule.java,net.sourceforge.pmd.lang.java.rule.design.UseUtilityClassRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\design\UseUtilityClassRule.java,net.sourceforge.pmd.lang.java.ast.ASTClassOrInterfaceDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTClassOrInterfaceDeclaration.java
net.sourceforge.pmd.lang.java.rule.design.LoosePackageCouplingRule.isAllowedClass,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\design\LoosePackageCouplingRule.java,net.sourceforge.pmd.lang.java.rule.design.LoosePackageCouplingRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\design\LoosePackageCouplingRule.java,net.sourceforge.pmd.lang.java.ast.ASTImportDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTImportDeclaration.java
net.sourceforge.pmd.lang.java.rule.design.UselessOverridingMethodRule.isMethodType,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\design\UselessOverridingMethodRule.java,net.sourceforge.pmd.lang.java.rule.design.UselessOverridingMethodRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\design\UselessOverridingMethodRule.java,net.sourceforge.pmd.lang.java.ast.ASTMethodDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTMethodDeclaration.java
net.sourceforge.pmd.lang.java.rule.design.UselessOverridingMethodRule.isMethodThrowingType,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\design\UselessOverridingMethodRule.java,net.sourceforge.pmd.lang.java.rule.design.UselessOverridingMethodRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\design\UselessOverridingMethodRule.java,net.sourceforge.pmd.lang.java.ast.ASTMethodDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTMethodDeclaration.java
net.sourceforge.pmd.lang.java.rule.design.SignatureDeclareThrowsExceptionRule.isParentSignatureDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\design\SignatureDeclareThrowsExceptionRule.java,net.sourceforge.pmd.lang.java.rule.design.SignatureDeclareThrowsExceptionRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\design\SignatureDeclareThrowsExceptionRule.java,net.sourceforge.pmd.lang.java.ast.ASTName,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTName.java
net.sourceforge.pmd.lang.java.rule.codestyle.LinguisticNamingRule.isBooleanType,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\LinguisticNamingRule.java,net.sourceforge.pmd.lang.java.rule.codestyle.LinguisticNamingRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\LinguisticNamingRule.java,net.sourceforge.pmd.lang.java.ast.ASTType,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTType.java
net.sourceforge.pmd.lang.java.rule.codestyle.IdenticalCatchBranchesRule.newEquivClass,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\IdenticalCatchBranchesRule.java,net.sourceforge.pmd.lang.java.rule.codestyle.IdenticalCatchBranchesRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\IdenticalCatchBranchesRule.java,net.sourceforge.pmd.lang.java.ast.ASTCatchStatement,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTCatchStatement.java
net.sourceforge.pmd.lang.java.rule.codestyle.IdenticalCatchBranchesRule.getCaughtExceptionsAsString,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\IdenticalCatchBranchesRule.java,net.sourceforge.pmd.lang.java.rule.codestyle.IdenticalCatchBranchesRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\IdenticalCatchBranchesRule.java,net.sourceforge.pmd.lang.java.ast.ASTCatchStatement,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTCatchStatement.java
net.sourceforge.pmd.lang.java.rule.codestyle.UnnecessaryConstructorRule.hasDefaultConstructorInvocation,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\UnnecessaryConstructorRule.java,net.sourceforge.pmd.lang.java.rule.codestyle.UnnecessaryConstructorRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\UnnecessaryConstructorRule.java,net.sourceforge.pmd.lang.java.ast.ASTConstructorDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTConstructorDeclaration.java
net.sourceforge.pmd.lang.java.rule.codestyle.UnnecessaryConstructorRule.haveSameAccessModifier,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\UnnecessaryConstructorRule.java,net.sourceforge.pmd.lang.java.rule.codestyle.UnnecessaryConstructorRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\UnnecessaryConstructorRule.java,net.sourceforge.pmd.lang.java.ast.ASTConstructorDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTConstructorDeclaration.java
net.sourceforge.pmd.lang.java.rule.codestyle.UnnecessaryConstructorRule.haveSameAccessModifier,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\UnnecessaryConstructorRule.java,net.sourceforge.pmd.lang.java.rule.codestyle.UnnecessaryConstructorRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\UnnecessaryConstructorRule.java,net.sourceforge.pmd.lang.java.ast.ASTClassOrInterfaceDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTClassOrInterfaceDeclaration.java
net.sourceforge.pmd.lang.java.rule.codestyle.MethodNamingConventionsRule.isJunit3Test,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\MethodNamingConventionsRule.java,net.sourceforge.pmd.lang.java.rule.codestyle.MethodNamingConventionsRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\MethodNamingConventionsRule.java,net.sourceforge.pmd.lang.java.ast.ASTMethodDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTMethodDeclaration.java
net.sourceforge.pmd.lang.java.rule.codestyle.UnnecessaryLocalBeforeReturnRule.isNotAnnotated,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\UnnecessaryLocalBeforeReturnRule.java,net.sourceforge.pmd.lang.java.rule.codestyle.UnnecessaryLocalBeforeReturnRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\UnnecessaryLocalBeforeReturnRule.java,net.sourceforge.pmd.lang.java.symboltable.VariableNameDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\symboltable\VariableNameDeclaration.java
net.sourceforge.pmd.lang.java.rule.codestyle.UnnecessaryLocalBeforeReturnRule.isMethodCall,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\UnnecessaryLocalBeforeReturnRule.java,net.sourceforge.pmd.lang.java.rule.codestyle.UnnecessaryLocalBeforeReturnRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\UnnecessaryLocalBeforeReturnRule.java,net.sourceforge.pmd.lang.java.ast.ASTReturnStatement,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTReturnStatement.java
net.sourceforge.pmd.lang.java.rule.codestyle.UnnecessaryFullyQualifiedNameRule.declarationMatches,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\UnnecessaryFullyQualifiedNameRule.java,net.sourceforge.pmd.lang.java.rule.codestyle.UnnecessaryFullyQualifiedNameRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\UnnecessaryFullyQualifiedNameRule.java,net.sourceforge.pmd.lang.java.ast.ASTImportDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTImportDeclaration.java
net.sourceforge.pmd.lang.java.rule.codestyle.UnnecessaryFullyQualifiedNameRule.isJavaLangImplicit,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\UnnecessaryFullyQualifiedNameRule.java,net.sourceforge.pmd.lang.java.rule.codestyle.UnnecessaryFullyQualifiedNameRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\UnnecessaryFullyQualifiedNameRule.java,net.sourceforge.pmd.lang.java.ast.AbstractJavaTypeNode,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\AbstractJavaTypeNode.java
