id,name,file,offset,containing_class_id,target_ids
70,net.sourceforge.pmd.lang.java.rule.performance.ConsecutiveLiteralAppendsRule.hasInitializer,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\ConsecutiveLiteralAppendsRule.java,10414,30,20
71,net.sourceforge.pmd.lang.java.rule.performance.RedundantFieldInitializerRule.isRef,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\RedundantFieldInitializerRule.java,5434,102,41 86
72,net.sourceforge.pmd.lang.java.rule.performance.InefficientStringBufferingRule.getTypeNode,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\InefficientStringBufferingRule.java,4950,100,84
73,net.sourceforge.pmd.lang.java.rule.performance.InefficientStringBufferingRule.isAllocatedStringBuffer,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\InefficientStringBufferingRule.java,6833,100,53
74,net.sourceforge.pmd.lang.java.rule.performance.ConsecutiveAppendsShouldReuseRule.isAStringBuilderBuffer,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\ConsecutiveAppendsShouldReuseRule.java,5989,55,91
75,net.sourceforge.pmd.lang.java.rule.performance.AvoidInstantiatingObjectsInLoopsRule.fourthParentNotThrow,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\AvoidInstantiatingObjectsInLoopsRule.java,946,111,104
76,net.sourceforge.pmd.lang.java.rule.performance.AvoidInstantiatingObjectsInLoopsRule.fourthParentNotReturn,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\AvoidInstantiatingObjectsInLoopsRule.java,1139,111,104
77,net.sourceforge.pmd.lang.java.rule.performance.AvoidInstantiatingObjectsInLoopsRule.insideLoop,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\AvoidInstantiatingObjectsInLoopsRule.java,1334,111,104
78,net.sourceforge.pmd.lang.java.rule.bestpractices.AbstractSunSecureRule.isField,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\AbstractSunSecureRule.java,1064,64,119
79,net.sourceforge.pmd.lang.java.rule.bestpractices.AbstractSunSecureRule.hasTernaryNullCheck,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\AbstractSunSecureRule.java,3016,64,11
80,net.sourceforge.pmd.lang.java.rule.bestpractices.AbstractSunSecureRule.hasTernaryCondition,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\AbstractSunSecureRule.java,3531,64,11
81,net.sourceforge.pmd.lang.java.rule.bestpractices.ForLoopCanBeForeachRule.indexStartsAtZero,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\ForLoopCanBeForeachRule.java,6708,122,126
82,net.sourceforge.pmd.lang.java.rule.bestpractices.ForLoopCanBeForeachRule.getIterableNameOrNullToAbort,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\ForLoopCanBeForeachRule.java,7556,122,48
83,net.sourceforge.pmd.lang.java.rule.bestpractices.ForLoopCanBeForeachRule.isIterableModifiedInsideLoop,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\ForLoopCanBeForeachRule.java,15489,122,81
84,net.sourceforge.pmd.lang.java.rule.bestpractices.UseCollectionIsEmptyRule.getTypeOfMethodCall,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\UseCollectionIsEmptyRule.java,2903,33,120
85,net.sourceforge.pmd.lang.java.rule.bestpractices.UseCollectionIsEmptyRule.getTypeOfPrimaryPrefix,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\UseCollectionIsEmptyRule.java,3927,33,120
86,net.sourceforge.pmd.lang.java.rule.bestpractices.ArrayIsStoredDirectlyRule.getArrays,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\ArrayIsStoredDirectlyRule.java,6294,77,16
87,net.sourceforge.pmd.lang.java.rule.bestpractices.UnusedFormalParameterRule.throwsOneException,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\UnusedFormalParameterRule.java,3076,75,85
88,net.sourceforge.pmd.lang.java.rule.bestpractices.UnusedFormalParameterRule.actuallyUsed,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\UnusedFormalParameterRule.java,4752,75,126
89,net.sourceforge.pmd.lang.java.rule.bestpractices.UnusedFormalParameterRule.hasOverrideAnnotation,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\UnusedFormalParameterRule.java,5343,75,85
90,net.sourceforge.pmd.lang.java.rule.bestpractices.MethodReturnsInternalArrayRule.hasClone,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\MethodReturnsInternalArrayRule.java,3232,52,11
91,net.sourceforge.pmd.lang.java.rule.bestpractices.MethodReturnsInternalArrayRule.hasArraysCopyOf,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\MethodReturnsInternalArrayRule.java,4040,52,11
92,net.sourceforge.pmd.lang.java.rule.bestpractices.MethodReturnsInternalArrayRule.isEmptyArray,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\MethodReturnsInternalArrayRule.java,4646,52,119
93,net.sourceforge.pmd.lang.java.rule.bestpractices.AvoidReassigningLoopVariablesRule.singleVariableName,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\AvoidReassigningLoopVariablesRule.java,9768,106,112
94,net.sourceforge.pmd.lang.java.rule.bestpractices.AvoidReassigningLoopVariablesRule.isFirstStatementInBlock,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\AvoidReassigningLoopVariablesRule.java,10538,106,107
95,net.sourceforge.pmd.lang.java.rule.bestpractices.JUnitTestsShouldIncludeAssertRule.getVariables,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\JUnitTestsShouldIncludeAssertRule.java,3255,65,85
96,net.sourceforge.pmd.lang.java.rule.bestpractices.JUnitTestsShouldIncludeAssertRule.isAssertOrFailStatement,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\JUnitTestsShouldIncludeAssertRule.java,5928,65,14
97,net.sourceforge.pmd.lang.java.rule.bestpractices.JUnitTestsShouldIncludeAssertRule.isVerifyStatement,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\JUnitTestsShouldIncludeAssertRule.java,6728,65,14
98,net.sourceforge.pmd.lang.java.rule.bestpractices.JUnitTestsShouldIncludeAssertRule.isExpectStatement,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\JUnitTestsShouldIncludeAssertRule.java,7432,65,14
99,net.sourceforge.pmd.lang.java.rule.bestpractices.JUnitTestsShouldIncludeAssertRule.isSoftAssertionStatement,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\JUnitTestsShouldIncludeAssertRule.java,8867,65,14
100,net.sourceforge.pmd.lang.java.rule.bestpractices.JUnitAssertionsShouldIncludeMessageRule.isStringTypeOrNull,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\JUnitAssertionsShouldIncludeMessageRule.java,3223,88,48
101,net.sourceforge.pmd.lang.java.rule.documentation.AbstractCommentRule.isCommentNotWithin,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\documentation\AbstractCommentRule.java,3664,105,113
102,net.sourceforge.pmd.lang.java.rule.documentation.AbstractCommentRule.isCommentBefore,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\documentation\AbstractCommentRule.java,4419,105,113
103,net.sourceforge.pmd.lang.java.rule.documentation.CommentRequiredRule.isAnnotatedOverride,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\documentation\CommentRequiredRule.java,6173,36,85
104,net.sourceforge.pmd.lang.java.rule.documentation.CommentRequiredRule.isSerialVersionUID,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\documentation\CommentRequiredRule.java,7037,36,41
105,net.sourceforge.pmd.lang.java.rule.multithreading.DoubleCheckedLockingRule.getNameFromPrimaryPrefix,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\multithreading\DoubleCheckedLockingRule.java,11419,49,116
106,net.sourceforge.pmd.lang.java.rule.AbstractJUnitRule.isTestNgClass,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\AbstractJUnitRule.java,1891,69,97
107,net.sourceforge.pmd.lang.java.rule.AbstractJUnitRule.hasImports,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\AbstractJUnitRule.java,5478,69,97
108,net.sourceforge.pmd.lang.java.metrics.impl.visitors.AtfdBaseVisitor.isMethodCall,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\metrics\impl\visitors\AtfdBaseVisitor.java,1569,9,112
109,net.sourceforge.pmd.lang.java.metrics.impl.visitors.AtfdBaseVisitor.getNameImage,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\metrics\impl\visitors\AtfdBaseVisitor.java,2536,9,112
110,net.sourceforge.pmd.lang.java.metrics.impl.visitors.AtfdBaseVisitor.getMethodOrAttributeName,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\metrics\impl\visitors\AtfdBaseVisitor.java,2892,9,112
111,net.sourceforge.pmd.lang.java.metrics.impl.visitors.AtfdBaseVisitor.isAttributeAccess,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\metrics\impl\visitors\AtfdBaseVisitor.java,3442,9,112
112,net.sourceforge.pmd.lang.java.metrics.impl.visitors.TccAttributeAccessCollector.getVariableName,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\metrics\impl\visitors\TccAttributeAccessCollector.java,3912,123,112
113,net.sourceforge.pmd.lang.java.symboltable.NameFinder.add,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\symboltable\NameFinder.java,3312,61,127
114,net.sourceforge.pmd.lang.java.symboltable.SymbolFacade.initializeWith,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\symboltable\SymbolFacade.java,367,79,97
115,net.sourceforge.pmd.lang.java.typeresolution.ClassTypeResolver.getArgumentList,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\typeresolution\ClassTypeResolver.java,14577,47,130
116,net.sourceforge.pmd.lang.java.typeresolution.ClassTypeResolver.getArgumentListArity,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\typeresolution\ClassTypeResolver.java,14777,47,38
117,net.sourceforge.pmd.lang.java.typeresolution.ClassTypeResolver.populateVariableDeclaratorFromType,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\typeresolution\ClassTypeResolver.java,28443,47,25 74
118,net.sourceforge.pmd.testframework.RuleTst.printReport,pmd-test\src\main\java\net\sourceforge\pmd\testframework\RuleTst.java,8477,117,78
119,net.sourceforge.pmd.testframework.RuleTst.processUsingStringReader,pmd-test\src\main\java\net\sourceforge\pmd\testframework\RuleTst.java,9536,117,78
120,net.sourceforge.pmd.lang.plsql.symboltable.LocalScope.findVariableHere,pmd-plsql\src\main\java\net\sourceforge\pmd\lang\plsql\symboltable\LocalScope.java,1952,22,18
121,net.sourceforge.pmd.lang.plsql.symboltable.NameFinder.add,pmd-plsql\src\main\java\net\sourceforge\pmd\lang\plsql\symboltable\NameFinder.java,2693,28,18
122,net.sourceforge.pmd.lang.plsql.symboltable.MethodScope.findVariableHere,pmd-plsql\src\main\java\net\sourceforge\pmd\lang\plsql\symboltable\MethodScope.java,2114,95,18
123,net.sourceforge.pmd.lang.vf.rule.security.VfCsrfRule.doesElContainIdentifiers,pmd-visualforce\src\main\java\net\sourceforge\pmd\lang\vf\rule\security\VfCsrfRule.java,1831,94,131
124,net.sourceforge.pmd.lang.vf.rule.security.VfUnescapeElRule.isJsonParse,pmd-visualforce\src\main\java\net\sourceforge\pmd\lang\vf\rule\security\VfUnescapeElRule.java,4231,24,31
125,net.sourceforge.pmd.lang.vf.rule.security.VfUnescapeElRule.startsWithSafeResource,pmd-visualforce\src\main\java\net\sourceforge\pmd\lang\vf\rule\security\VfUnescapeElRule.java,8661,24,131
126,net.sourceforge.pmd.lang.vf.rule.security.VfUnescapeElRule.startsWithSlashLiteral,pmd-visualforce\src\main\java\net\sourceforge\pmd\lang\vf\rule\security\VfUnescapeElRule.java,11129,24,131
