id,name,file,offset
31,net.sourceforge.pmd.lang.vf.ast.ASTText,pmd-visualforce\src\main\java\net\sourceforge\pmd\lang\vf\ast\ASTText.java,202
32,net.sourceforge.pmd.lang.java.rule.design.UseUtilityClassRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\design\UseUtilityClassRule.java,889
33,net.sourceforge.pmd.lang.java.rule.bestpractices.UseCollectionIsEmptyRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\UseCollectionIsEmptyRule.java,1023
34,net.sourceforge.pmd.util.fxdesigner.util.controls.AstTreeView,pmd-ui\src\main\java\net\sourceforge\pmd\util\fxdesigner\util\controls\AstTreeView.java,813
35,net.sourceforge.pmd.lang.java.ast.AbstractJavaTypeNode,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\AbstractJavaTypeNode.java,221
36,net.sourceforge.pmd.lang.java.rule.documentation.CommentRequiredRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\documentation\CommentRequiredRule.java,1202
37,net.sourceforge.pmd.dcd.UsageNodeVisitor,pmd-core\src\main\java\net\sourceforge\pmd\dcd\UsageNodeVisitor.java,547
38,net.sourceforge.pmd.lang.java.ast.ASTArgumentList,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTArgumentList.java,204
39,net.sourceforge.pmd.lang.java.rule.codestyle.UnnecessaryConstructorRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\UnnecessaryConstructorRule.java,734
40,net.sourceforge.pmd.lang.vm.ast.AbstractVmNode,pmd-vm\src\main\java\net\sourceforge\pmd\lang\vm\ast\AbstractVmNode.java,1005
41,net.sourceforge.pmd.lang.java.ast.ASTFieldDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTFieldDeclaration.java,450
42,net.sourceforge.pmd.lang.jsp.rule.security.NoUnsanitizedJSPExpressionRule,pmd-jsp\src\main\java\net\sourceforge\pmd\lang\jsp\rule\security\NoUnsanitizedJSPExpressionRule.java,310
43,net.sourceforge.pmd.cpd.TokenEntry,pmd-core\src\main\java\net\sourceforge\pmd\cpd\TokenEntry.java,273
44,net.sourceforge.pmd.lang.apex.rule.security.ApexXSSFromURLParamRule,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\security\ApexXSSFromURLParamRule.java,888
45,net.sourceforge.pmd.Report,pmd-core\src\main\java\net\sourceforge\pmd\Report.java,841
46,net.sourceforge.pmd.lang.apex.rule.security.ApexCRUDViolationRule,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\security\ApexCRUDViolationRule.java,2339
47,net.sourceforge.pmd.lang.java.typeresolution.ClassTypeResolver,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\typeresolution\ClassTypeResolver.java,5791
48,net.sourceforge.pmd.lang.java.ast.ASTExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTExpression.java,202
49,net.sourceforge.pmd.lang.java.rule.multithreading.DoubleCheckedLockingRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\multithreading\DoubleCheckedLockingRule.java,1589
50,net.sourceforge.pmd.lang.apex.ast.ASTSoslExpression,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\ast\ASTSoslExpression.java,192
51,net.sourceforge.pmd.lang.java.ast.ASTCatchStatement,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTCatchStatement.java,259
52,net.sourceforge.pmd.lang.java.rule.bestpractices.MethodReturnsInternalArrayRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\MethodReturnsInternalArrayRule.java,1115
53,net.sourceforge.pmd.lang.java.ast.ASTAdditiveExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTAdditiveExpression.java,210
54,net.sourceforge.pmd.lang.java.rule.errorprone.BrokenNullCheckRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\BrokenNullCheckRule.java,1133
55,net.sourceforge.pmd.lang.java.rule.performance.ConsecutiveAppendsShouldReuseRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\ConsecutiveAppendsShouldReuseRule.java,1155
56,net.sourceforge.pmd.lang.java.rule.design.SignatureDeclareThrowsExceptionRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\design\SignatureDeclareThrowsExceptionRule.java,990
57,net.sourceforge.pmd.lang.java.rule.design.UselessOverridingMethodRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\design\UselessOverridingMethodRule.java,1637
58,net.sourceforge.pmd.RuleSets,pmd-core\src\main\java\net\sourceforge\pmd\RuleSets.java,381
59,net.sourceforge.pmd.lang.dfa.report.ReportTree,pmd-core\src\main\java\net\sourceforge\pmd\lang\dfa\report\ReportTree.java,206
60,net.sourceforge.pmd.lang.java.rule.design.ImmutableFieldRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\design\ImmutableFieldRule.java,1419
61,net.sourceforge.pmd.lang.java.symboltable.NameFinder,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\symboltable\NameFinder.java,778
62,net.sourceforge.pmd.processor.AbstractPMDProcessor,pmd-core\src\main\java\net\sourceforge\pmd\processor\AbstractPMDProcessor.java,891
63,net.sourceforge.pmd.RuleSetFactory,pmd-core\src\main\java\net\sourceforge\pmd\RuleSetFactory.java,1249
64,net.sourceforge.pmd.lang.java.rule.bestpractices.AbstractSunSecureRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\AbstractSunSecureRule.java,892
65,net.sourceforge.pmd.lang.java.rule.bestpractices.JUnitTestsShouldIncludeAssertRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\JUnitTestsShouldIncludeAssertRule.java,1372
66,net.sourceforge.pmd.cpd.XMLRenderer,pmd-core\src\main\java\net\sourceforge\pmd\cpd\XMLRenderer.java,754
67,net.sourceforge.pmd.cpd.CPD,pmd-core\src\main\java\net\sourceforge\pmd\cpd\CPD.java,749
68,net.sourceforge.pmd.lang.java.rule.errorprone.CloneMethodMustImplementCloneableRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\CloneMethodMustImplementCloneableRule.java,899
69,net.sourceforge.pmd.lang.java.rule.AbstractJUnitRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\AbstractJUnitRule.java,805
70,net.sourceforge.pmd.lang.vm.ast.ASTStringLiteral,pmd-vm\src\main\java\net\sourceforge\pmd\lang\vm\ast\ASTStringLiteral.java,890
71,net.sourceforge.pmd.lang.apex.rule.performance.AvoidSoqlInLoopsRule,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\performance\AvoidSoqlInLoopsRule.java,619
72,net.sourceforge.pmd.cpd.CPDTask,pmd-core\src\main\java\net\sourceforge\pmd\cpd\CPDTask.java,738
73,net.sourceforge.pmd.lang.java.rule.codestyle.UnnecessaryLocalBeforeReturnRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\UnnecessaryLocalBeforeReturnRule.java,1258
74,net.sourceforge.pmd.lang.java.typeresolution.typedefinition.JavaTypeDefinition,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\typeresolution\typedefinition\JavaTypeDefinition.java,423
75,net.sourceforge.pmd.lang.java.rule.bestpractices.UnusedFormalParameterRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\UnusedFormalParameterRule.java,1371
76,net.sourceforge.pmd.lang.dfa.report.AbstractReportNode,pmd-core\src\main\java\net\sourceforge\pmd\lang\dfa\report\AbstractReportNode.java,187
77,net.sourceforge.pmd.lang.java.rule.bestpractices.ArrayIsStoredDirectlyRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\ArrayIsStoredDirectlyRule.java,1126
78,net.sourceforge.pmd.testframework.TestDescriptor,pmd-test\src\main\java\net\sourceforge\pmd\testframework\TestDescriptor.java,323
79,net.sourceforge.pmd.lang.java.symboltable.SymbolFacade,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\symboltable\SymbolFacade.java,203
80,net.sourceforge.pmd.lang.LanguageVersion,pmd-core\src\main\java\net\sourceforge\pmd\lang\LanguageVersion.java,124
81,net.sourceforge.pmd.lang.java.ast.ASTForStatement,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTForStatement.java,204
82,net.sourceforge.pmd.RuleSet,pmd-core\src\main\java\net\sourceforge\pmd\RuleSet.java,1013
83,net.sourceforge.pmd.RuleContext,pmd-core\src\main\java\net\sourceforge\pmd\RuleContext.java,281
84,net.sourceforge.pmd.lang.java.ast.ASTName,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTName.java,258
85,net.sourceforge.pmd.lang.java.ast.ASTMethodDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTMethodDeclaration.java,305
86,net.sourceforge.pmd.lang.java.ast.ASTVariableDeclarator,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTVariableDeclarator.java,282
87,net.sourceforge.pmd.lang.vm.rule.errorprone.EmptyIfStmtRule,pmd-vm\src\main\java\net\sourceforge\pmd\lang\vm\rule\errorprone\EmptyIfStmtRule.java,569
88,net.sourceforge.pmd.lang.java.rule.bestpractices.JUnitAssertionsShouldIncludeMessageRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\JUnitAssertionsShouldIncludeMessageRule.java,545
89,net.sourceforge.pmd.lang.java.ast.ASTClassOrInterfaceDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTClassOrInterfaceDeclaration.java,365
90,net.sourceforge.pmd.lang.java.rule.codestyle.MethodNamingConventionsRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\MethodNamingConventionsRule.java,912
91,net.sourceforge.pmd.lang.java.ast.AbstractJavaNode,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\AbstractJavaNode.java,235
92,net.sourceforge.pmd.lang.java.rule.errorprone.CloseResourceRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\CloseResourceRule.java,1809
93,net.sourceforge.pmd.lang.java.ast.ASTConditionalExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTConditionalExpression.java,257
94,net.sourceforge.pmd.lang.vf.rule.security.VfCsrfRule,pmd-visualforce\src\main\java\net\sourceforge\pmd\lang\vf\rule\security\VfCsrfRule.java,461
95,net.sourceforge.pmd.lang.plsql.symboltable.MethodScope,pmd-plsql\src\main\java\net\sourceforge\pmd\lang\plsql\symboltable\MethodScope.java,689
96,net.sourceforge.pmd.lang.apex.ast.ASTModifierNode,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\ast\ASTModifierNode.java,188
97,net.sourceforge.pmd.lang.java.ast.ASTCompilationUnit,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTCompilationUnit.java,391
98,net.sourceforge.pmd.lang.java.rule.errorprone.UnnecessaryCaseChangeRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\errorprone\UnnecessaryCaseChangeRule.java,479
99,net.sourceforge.pmd.lang.apex.rule.performance.AvoidSoslInLoopsRule,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\rule\performance\AvoidSoslInLoopsRule.java,619
100,net.sourceforge.pmd.lang.java.rule.performance.InefficientStringBufferingRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\InefficientStringBufferingRule.java,1284
101,net.sourceforge.pmd.lang.dfa.pathfinder.DAAPathFinder,pmd-core\src\main\java\net\sourceforge\pmd\lang\dfa\pathfinder\DAAPathFinder.java,285
102,net.sourceforge.pmd.lang.java.rule.performance.RedundantFieldInitializerRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\RedundantFieldInitializerRule.java,849
103,net.sourceforge.pmd.lang.apex.ast.ASTMethod,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\ast\ASTMethod.java,341
104,net.sourceforge.pmd.lang.java.ast.ASTAllocationExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTAllocationExpression.java,280
105,net.sourceforge.pmd.lang.java.rule.documentation.AbstractCommentRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\documentation\AbstractCommentRule.java,1269
106,net.sourceforge.pmd.lang.java.rule.bestpractices.AvoidReassigningLoopVariablesRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\AvoidReassigningLoopVariablesRule.java,1946
107,net.sourceforge.pmd.lang.java.ast.ASTStatement,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTStatement.java,201
108,net.sourceforge.pmd.lang.java.rule.codestyle.UnnecessaryFullyQualifiedNameRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\UnnecessaryFullyQualifiedNameRule.java,1049
109,net.sourceforge.pmd.lang.dfa.pathfinder.PathElement,pmd-core\src\main\java\net\sourceforge\pmd\lang\dfa\pathfinder\PathElement.java,190
110,net.sourceforge.pmd.cpd.token.AntlrToken,pmd-core\src\main\java\net\sourceforge\pmd\cpd\token\AntlrToken.java,251
111,net.sourceforge.pmd.lang.java.rule.performance.AvoidInstantiatingObjectsInLoopsRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\performance\AvoidInstantiatingObjectsInLoopsRule.java,604
112,net.sourceforge.pmd.lang.java.ast.ASTPrimaryExpression,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTPrimaryExpression.java,209
113,net.sourceforge.pmd.lang.java.ast.FormalComment,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\FormalComment.java,355
114,net.sourceforge.pmd.lang.java.rule.codestyle.IdenticalCatchBranchesRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\codestyle\IdenticalCatchBranchesRule.java,710
115,net.sourceforge.pmd.lang.java.ast.ASTConstructorDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTConstructorDeclaration.java,215
116,net.sourceforge.pmd.lang.java.ast.ASTPrimaryPrefix,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTPrimaryPrefix.java,205
117,net.sourceforge.pmd.testframework.RuleTst,pmd-test\src\main\java\net\sourceforge\pmd\testframework\RuleTst.java,1615
118,net.sourceforge.pmd.cpd.GUI,pmd-core\src\main\java\net\sourceforge\pmd\cpd\GUI.java,2116
119,net.sourceforge.pmd.lang.java.ast.ASTTypeDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTTypeDeclaration.java,241
120,net.sourceforge.pmd.lang.java.ast.ASTPrimarySuffix,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTPrimarySuffix.java,205
121,net.sourceforge.pmd.SourceCodeProcessor,pmd-core\src\main\java\net\sourceforge\pmd\SourceCodeProcessor.java,831
122,net.sourceforge.pmd.lang.java.rule.bestpractices.ForLoopCanBeForeachRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\bestpractices\ForLoopCanBeForeachRule.java,1438
123,net.sourceforge.pmd.lang.java.metrics.impl.visitors.TccAttributeAccessCollector,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\metrics\impl\visitors\TccAttributeAccessCollector.java,1109
124,net.sourceforge.pmd.lang.apex.ast.ASTReturnStatement,pmd-apex\src\main\java\net\sourceforge\pmd\lang\apex\ast\ASTReturnStatement.java,192
125,net.sourceforge.pmd.lang.java.ast.ASTBlock,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTBlock.java,197
126,net.sourceforge.pmd.lang.java.symboltable.VariableNameDeclaration,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\symboltable\VariableNameDeclaration.java,779
127,net.sourceforge.pmd.lang.java.symboltable.JavaNameOccurrence,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\symboltable\JavaNameOccurrence.java,912
128,net.sourceforge.pmd.lang.java.ast.ASTType,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTType.java,196
129,net.sourceforge.pmd.lang.java.rule.design.LoosePackageCouplingRule,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\rule\design\LoosePackageCouplingRule.java,666
130,net.sourceforge.pmd.lang.java.ast.ASTArguments,pmd-java\src\main\java\net\sourceforge\pmd\lang\java\ast\ASTArguments.java,201
131,net.sourceforge.pmd.lang.vf.ast.ASTElExpression,pmd-visualforce\src\main\java\net\sourceforge\pmd\lang\vf\ast\ASTElExpression.java,202
